Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CRWT,2301,501,1,1,2,,,3,,1,,,,,,,1,1,2,"Hashim, Sahalie S",,,,,
CRWT,2301,502,,5,5,1,,,,,,,,,,,1,,1,"Balasa, Alexandra",,,,,
CRWT,3307,001,,8,4,1,,,,1,,,,,,,1,,0,"Greene, Kendra",,,,,
CRWT,3307,HN1,3,8,,,,,,,,,,,,,3,,0,"Martinez, Manuel L",,,,,
CRWT,3330,001,1,1,4,1,3,1,1,,,,,,,,,,1,"Vincent, Shelby D",,,,,
CRWT,3351,001,5,7,,,2,,,,,,,,1,,,,0,"Leverone, Julia",,,,,
CRWT,4354,501,,8,3,2,,,,,,,,,,,1,,0,"Goldberg, Paula",,,,,
CS,1134,101,62,3,,4,1,,,1,,,,,,,,,2,"Doore, Karen L",,,,,
CS,1134,102,40,5,1,,4,,1,1,,,,,3,,2,2,2,"Doore, Karen L",,,,,
CS,1136,101,38,8,6,1,1,1,,1,,,,,3,,2,3,1,"Vogel, Don G","Perkins, Stephen J",,,,
CS,1136,102,23,9,2,2,2,2,1,1,,,,,1,,2,2,0,"Vogel, Don G","Perkins, Stephen J",,,,
CS,1136,103,27,7,4,1,2,1,2,1,,,1,,4,,5,3,3,"Vogel, Don G",,,,,
CS,1136,104,17,7,2,5,1,2,1,3,,,3,,,,3,3,2,"Vogel, Don G","Perkins, Stephen J",,,,
CS,1136,105,35,4,1,1,2,2,1,,1,,,,2,,3,3,1,"Vogel, Don G",,,,,
CS,1136,106,33,2,,2,1,,,4,,,,,,,3,1,1,"Vogel, Don G",,,,,
CS,1136,107,16,5,5,2,2,1,1,,,,2,,6,,3,3,2,"Vogel, Don G",,,,,
CS,1136,108,3,3,1,3,2,1,1,,1,,1,,13,,1,2,1,"Vogel, Don G",,,,,
CS,1324,001,7,8,4,7,4,5,4,,,,,,,,7,,0,"Paulk, Mark C",,,,,
CS,1325,001,3,9,4,5,2,4,7,7,3,,2,,2,,13,14,2,"Shields, Charles O",,,,,
CS,1325,003,2,5,5,5,5,4,2,7,5,3,3,1,1,,12,7,2,"Shields, Charles O",,,,,
CS,1334,001,21,17,14,4,7,,3,3,,,1,1,,,3,,2,"Veerasamy, Jeyakesavan",,,,,
CS,1334,002,7,9,5,7,6,4,5,5,,2,1,1,4,,4,6,2,"Arnold, Gordon L",,,,,
CS,1335,001,3,4,9,1,3,1,,3,,,,,3,,7,2,1,"Narayanasami, Priya",,,,,
CS,1335,002,5,9,2,3,6,2,1,,1,,,,,,2,,0,"Doore, Karen L",,,,,
CS,1335,003,9,19,11,6,5,7,2,3,2,,,,2,,1,1,1,"Veerasamy, Jeyakesavan",,,,,
CS,1336,001,11,13,3,6,6,,2,4,,3,,,3,,12,5,1,"Karrah, Shyam S",,,,,
CS,1336,002,16,5,9,2,3,2,2,,1,,,,2,,5,4,0,"Srinivasan, Srimathi",,,,,
CS,1336,003,4,3,5,3,4,6,2,3,2,1,2,,4,,14,6,3,"Thompson, Laurie A",,,,,
CS,1336,004,1,2,2,3,8,3,2,1,4,1,2,1,2,,8,6,2,"Thompson, Laurie A",,,,,
CS,1336,005,11,9,11,4,2,6,1,1,,,,,2,,7,3,1,"Narayanasami, Priya",,,,,
CS,1336,501,3,12,6,4,4,3,3,,2,,,,,,12,1,1,"Shields, Charles O",,,,,
CS,1336,502,14,6,10,4,4,3,,,,,,,3,,2,2,2,"Srinivasan, Srimathi",,,,,
CS,1336,503,7,13,5,2,3,2,2,1,,,1,,9,,1,2,1,"Dollinger, Scott M",,,,,
CS,1337,001,2,4,2,2,4,1,1,2,,,1,,1,,7,5,1,"Arnold, Gordon L",,,,,
CS,1337,002,6,2,1,2,1,3,1,,1,,1,,,,18,5,4,"Razo Razo, Miguel A",,,,,
CS,1337,003,21,11,6,1,,,,,,,,1,2,,2,,1,"DeGroot, Doug",,,,,
CS,1337,004,,9,3,1,7,,,2,,,,,,,17,4,3,"Cole, John",,,,,
CS,1337,005,,10,11,6,4,2,3,1,1,,,,1,,11,2,0,"Peterson, Erik A",,,,,
CS,1337,006,11,5,6,,2,1,1,1,,,2,1,,,3,3,1,"Veerasamy, Jeyakesavan",,,,,
CS,1337,007,2,7,6,3,2,1,1,,,,1,,5,,10,11,3,"Smith, Jason W",,,,,
CS,1337,008,4,6,,1,1,2,,,,,,,4,,8,9,7,"Smith, Jason W",,,,,
CS,1337,009,2,17,1,2,12,1,,3,,,1,,,,8,3,3,"Cole, John",,,,,
CS,1337,010,26,6,3,2,2,,2,,,,,,,,2,4,0,"DeGroot, Doug",,,,,
CS,1337,011,4,5,9,3,6,2,,,1,2,,,3,,3,4,1,"Le, Khiem V",,,,,
CS,1337,012,8,5,5,,3,2,,2,,,,,3,,5,3,2,"Dollinger, Scott M",,,,,
CS,1337,013,19,15,7,2,,,,,,,,,3,,8,3,1,"Vogel, Don G",,,,,
CS,1337,014,4,3,,,1,,,,,,,,2,,3,,1,"Dollinger, Scott M",,,,,
CS,1337,015,2,2,3,4,8,,1,4,,,,,3,,5,3,2,"Le, Khiem V",,,,,
CS,2305,001,4,15,20,4,10,2,,,,,,,1,,9,1,0,"Erbatur, Serdar",,,,,
CS,2305,002,8,28,8,7,1,,1,2,,,,,1,,8,2,2,"Farage, Timothy P",,,,,
CS,2305,003,,,2,5,3,3,3,4,,,,,4,,13,5,2,"Ntafos, Simeon",,,,,
CS,2305,004,,6,8,4,8,7,4,,2,,1,,2,,28,2,2,"Chin, Wei-Pang",,,,,
CS,2305,005,1,8,4,7,5,7,5,,1,,1,,1,,19,3,1,"Chin, Wei-Pang",,,,,
CS,2305,501,13,40,6,2,4,1,,1,,,,,,,2,1,0,"Farage, Timothy P",,,,,
CS,2305,502,2,13,5,6,1,3,3,1,,,,,2,,16,1,2,"Willson, James K",,,,,
CS,2305,503,60,7,1,2,2,2,,1,,,,,1,,1,,1,"Uribe, Daniel M",,,,,
CS,2305,504,,5,4,1,5,5,4,2,2,,1,,1,,32,4,2,"Chin, Wei-Pang",,,,,
CS,2305,505,12,10,8,9,5,3,3,1,,,,,4,,11,3,1,"Soncodi, Adrian C",,,,,
CS,2335,001,5,2,,,6,1,,5,1,,,,1,,3,1,1,"Doore, Karen L",,,,,
CS,2335,002,3,5,2,4,6,1,1,2,,,2,1,1,,5,,1,"Doore, Karen L",,,,,
CS,2336,001,17,5,9,2,3,5,,2,,,,,2,,10,7,1,"Nouroz Borazjany, Mehra","Srinivasan, Srimathi",,,,
CS,2336,003,7,10,4,2,2,1,1,,,,1,,6,,5,11,6,"Smith, Jason W",,,,,
CS,2336,501,5,11,6,3,2,,,1,,,,,,,6,1,0,"Khan, Ziaullah",,,,,
CS,2336,503,1,2,3,1,2,1,,1,,,1,1,1,,3,4,3,"Sims, David",,,,,
CS,2336,504,3,11,2,3,10,2,1,4,1,,,,2,,22,4,3,"Oladimeji, Ebenezer A",,,,,
CS,2337,001,11,6,2,4,4,,,3,,,,,4,,1,5,3,"Vogel, Don G",,,,,
CS,3162,051,18,9,2,2,1,,,,,,1,,1,,,,0,"Peterson, Erik A",,,,,
CS,3162,052,,23,1,6,,1,2,1,,1,,,,,,,0,"Chin, Wei-Pang",,,,,
CS,3162,091,12,16,3,,,,,,,,,,,,1,,0,"Peterson, Erik A",,,,,
CS,3162,092,,11,5,1,2,,,3,,,,,,,8,1,1,"Chin, Wei-Pang",,,,,
CS,3162,551,,42,,,,,,,,,,,,,2,,3,"DeGroot, Doug",,,,,
CS,3162,552,33,7,1,,,1,1,1,1,1,,,,,,1,1,"Debroy, Vidroha",,,,,
CS,3162,591,26,8,2,,,,,1,,,,,2,,1,3,1,"DeGroot, Doug",,,,,
CS,3162,592,8,1,,1,,,,1,,,,,1,,,,0,"Debroy, Vidroha",,,,,
CS,3305,001,,22,4,11,14,1,1,4,,,,,,,20,2,1,"Satpute, Meghana N",,,,,
CS,3305,002,3,17,6,1,5,3,,,,,,,1,,15,,5,"Chitturi, Bhadrachalam",,,,,
CS,3305,003,,19,5,14,9,6,2,3,,,,,1,,20,1,0,"Satpute, Meghana N",,,,,
CS,3305,004,,12,5,3,13,,,2,,,,,1,,11,,1,"Satpute, Meghana N",,,,,
CS,3305,501,51,15,4,2,2,1,2,,1,,,,,,1,,1,"Farage, Timothy P",,,,,
CS,3305,502,15,15,9,2,4,4,1,3,,,,,,,19,,0,"Willson, James K",,,,,
CS,3305,HON,2,6,4,1,,1,,,,,,,,,22,1,0,"Prakash, Ravi",,,,,
CS,3340,001,6,7,4,7,2,2,2,2,,,,,2,,25,3,1,"Zhang, Kang",,,,,
CS,3340,002,2,12,10,5,4,6,1,2,,1,1,,2,,11,6,5,"Mazidi, Karen J",,,,,
CS,3340,003,2,11,3,3,3,,1,,,,,,,,15,2,0,"Nguyen, Nhut",,,,,
CS,3340,004,25,5,3,2,2,2,3,1,2,,1,,1,,16,4,2,"Karami, Gity",,,,,
CS,3340,005,6,3,7,,2,4,4,1,,1,3,,1,,11,,0,"Zhang, Kang",,,,,
CS,3340,501,,5,14,8,4,4,2,1,1,,,1,2,,12,4,5,"Mazidi, Karen J",,,,,
CS,3340,502,2,8,12,6,4,5,3,1,,2,,1,1,,10,3,1,"Mazidi, Karen J",,,,,
CS,3340,503,3,12,6,5,2,4,1,,,,2,,,,7,2,0,"Nguyen, Nhut",,,,,
CS,3340,HN1,11,9,4,,,,,,,,,,,,10,1,0,"Page, Ivor",,,,,
CS,3341,001,23,7,2,1,8,1,1,1,,4,1,,2,,15,13,3,"Whalen, Tristan G","Zhen, Zhiwei",,,,
CS,3341,002,57,21,6,2,5,2,1,1,,,,,,,7,2,2,"Gel, Yulia","Soliman, Marwah M",,,,
CS,3341,003,25,3,10,5,6,3,5,1,3,2,1,1,3,,18,10,1,"Whalen, Tristan G","Zhen, Zhiwei",,,,
CS,3341,004,15,6,3,3,10,6,5,1,1,2,1,1,1,,21,3,1,"Whalen, Tristan G","Sajal, Ibrahim Hossain",,,,
CS,3341,005,,1,2,,3,5,4,,,1,,,,,3,2,1,"Guo, Huizhen","Yang, Haopeng",,,,
CS,3341,501,4,4,2,2,2,2,2,3,1,2,1,,1,,6,2,0,"Guo, Huizhen","Yang, Haopeng",,,,
CS,3345,001,11,20,10,7,1,3,,,,,,,,,1,,0,"Ozbirn, Greg A",,,,,
CS,3345,002,14,15,7,,,,,1,,,,,,,12,,2,"Khan, Ziaullah",,,,,
CS,3345,003,8,16,1,4,3,1,,1,,1,,,,,11,1,0,"Chappidi, Sruthi",,,,,
CS,3345,004,7,18,7,2,3,1,1,,,,,,,,4,,0,"Chappidi, Sruthi",,,,,
CS,3345,005,15,21,10,7,3,1,1,,,,,,,,4,1,0,"Ozbirn, Greg A",,,,,
CS,3345,006,,30,,22,7,1,,,,,,,,,4,,0,"Satpute, Meghana N",,,,,
CS,3345,501,24,13,11,3,,,,,,,,,,,12,,0,"Khan, Ziaullah",,,,,
CS,3345,502,12,18,8,9,3,,,3,,,,,,,5,1,0,"Stallbohm, Zachary E",,,,,
CS,3354,001,9,42,3,1,5,1,,,,,,,2,,3,,0,"Cankaya, Ebru C","Tian, Zijing",,,,
CS,3354,002,30,21,3,,,,,,,,,,,,,1,0,"Smith, Klyne","Malouf, Brian D",,,,
CS,3354,003,1,2,6,3,3,4,1,1,,,,,,,6,1,0,"Paulk, Mark C","Wang, Guanghua",,,,
CS,3354,004,7,32,3,5,3,,1,,,,,,,,6,,2,"Cankaya, Ebru C","Tian, Zijing","Wang, Xiaoyu",,,
CS,3354,005,1,1,2,,3,1,,3,,,,,2,1,11,5,3,"Nouroz Borazjany, Mehra","Shahbazi, Nima",,,,
CS,3354,006,4,4,4,1,1,1,1,,2,,,,,,7,1,0,"Marcus, Andrian","Florez Fandino, Juan Manuel",,,,
CS,3354,0W1,9,22,6,3,6,2,,,,,,,1,,7,,0,"Smith, Klyne","Aggarwal, Alakh","Ashtiani, Omeed E",,,
CS,3360,001,7,7,8,4,6,4,3,7,3,,,3,4,,1,5,5,"Arnold, Gordon L",,,,,
CS,3377,0W1,6,17,8,6,4,,1,1,,,,,,,17,2,2,"Nguyen, Nhut",,,,,
CS,3377,0W2,13,5,8,5,2,1,1,,1,,1,,,,18,4,3,"Min, Richard K",,,,,
CS,3377,0W3,16,22,7,5,2,,,,,,,,,,10,,0,"Kapoor, Bhanu",,,,,
CS,3377,0W4,13,22,5,3,6,2,1,,,,,,2,,10,,1,"Kapoor, Bhanu",,,,,
CS,3377,501,13,6,11,5,4,5,2,,,,1,,1,,14,4,4,"Perkins, Stephen J",,,,,
CS,3377,502,17,20,5,1,,2,,1,,,,,,,15,3,3,"Perkins, Stephen J",,,,,
CS,3377,503,5,10,8,8,6,,,1,,1,,,1,,10,1,0,"Belkoura, Mohamed Amine",,,,,
CS,4141,101,4,1,2,,1,,1,,,,,1,1,,1,1,0,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,102,8,2,1,1,1,3,,,,,,,,,3,1,0,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,103,9,3,5,1,,1,,,,,,,,,1,,0,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,104,3,6,1,,2,1,,,1,,,,,,1,2,2,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,105,4,2,2,1,,1,,,,,,,,,,,0,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,107,11,2,1,,,,1,,,,,,1,,1,3,0,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,108,5,6,2,,1,,1,,,,,,1,,2,1,1,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,109,8,2,1,,,,1,1,,1,,1,,,3,1,1,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,110,6,2,4,1,1,1,,,,1,,1,1,,1,,0,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,601,7,9,,,,,,,,,,,1,,,1,0,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,602,9,2,1,,1,2,,1,,,,,,,2,,0,"Becker, Eric W","Adebiyi, Abdulmateen A","Chen, Tiantian","Hosseini, Seyyed Mohammadsaleh",,
CS,4141,603,7,3,,,,2,,1,,,,,2,,2,,1,"Becker, Eric W","Hosseini, Seyyed Mohammadsaleh","Adebiyi, Abdulmateen A","Chen, Tiantian",,
CS,4141,HON,,12,,,,,,,,,,,,,2,1,0,"Page, Ivor",,,,,
CS,4301,001,,10,,,7,,,4,,,,,3,,5,1,8,"Goodrum, Richard A","Haque, Wasif A",,,,
CS,4301,002,,16,3,2,9,,,4,,,,,1,,20,1,1,"Cole, John",,,,,
CS,4301,003,1,3,,2,2,1,,2,,,1,,,,4,,1,"Desmedt, Yvo G",,,,,
CS,4337,001,1,11,12,5,8,4,,3,,,,,,,25,2,0,"Davis, Chris I","Liu, Bohan",,,,
CS,4337,002,6,3,8,2,2,,1,1,1,,,,1,,11,2,1,"Min, Richard K","Lam, Tan D",,,,
CS,4337,003,3,6,12,8,4,8,4,,1,1,,,,,24,1,0,"Erbatur, Serdar","Mi, Feng","Lam, Tan D",,,
CS,4337,004,22,5,5,3,5,1,3,2,1,,1,,,,8,4,0,"Karami, Gity","Liu, Zhenpeng",,,,
CS,4337,501,28,8,5,1,,,1,,,,,,1,,1,,0,"Li, Fang","Zeng, Wenxi",,,,
CS,4337,502,5,11,6,4,10,1,2,3,,1,,,,,22,1,0,"Oladimeji, Ebenezer A","Duan, Jun","Mukherjee, Kunal",,,
CS,4337,HON,7,9,5,2,,,,,,,,,,,4,1,1,"Davis, Chris I","Li, Dongcheng",,,,
CS,4341,001,5,13,8,3,12,1,4,4,1,,1,,2,,17,2,1,"Cankaya, Ebru C","Kong, Zelun",,,,
CS,4341,002,17,10,7,5,5,2,,3,,,1,,1,,18,1,0,"Becker, Eric W",,,,,
CS,4341,003,,11,,,11,,,12,,,3,,2,,16,12,6,"Goodrum, Richard A","Peddi, Rohith",,,,
CS,4341,HON,5,1,2,,1,3,,,,,,,,,3,1,0,"Page, Ivor",,,,,
CS,4347,001,2,23,9,9,7,,,,,,,,,,13,,0,"Becker, Eric W",,,,,
CS,4347,002,20,7,5,5,2,1,,1,,,,,2,,16,2,2,"Christiansen, Michael G","Garg, Srishti",,,,
CS,4347,003,4,17,3,5,1,1,,,,,,,1,,10,,0,"Becker, Eric W",,,,,
CS,4347,004,1,8,3,2,5,1,,1,,,,,,,12,,0,"Kumar, Pushpa S","Aggarwal, Alakh",,,,
CS,4347,005,6,14,18,6,2,,,,,,,,,,18,,1,"Wu, Wei L","Ghosh, Smita","Li, Xiao",,,
CS,4347,006,6,14,6,7,9,1,2,1,,,,,,,15,,0,"Kumar, Pushpa S","Rangasamy, Obuli Vignesh",,,,
CS,4347,501,1,4,2,2,1,1,,1,,,,,,,4,,1,"Christiansen, Michael G","Haque, Mirazul",,,,
CS,4348,001,8,9,8,7,,2,,2,4,1,1,,1,,12,3,1,"Ozbirn, Greg A","Kothawade, Suraj N",,,,
CS,4348,002,2,8,4,4,5,2,,,1,,,,,,11,1,0,"Ozbirn, Greg A","Gu, Shuyang",,,,
CS,4348,003,6,10,3,2,1,1,,1,1,,,,1,,10,3,1,"Alagar, Sridhar",,,,,
CS,4348,004,5,7,8,7,3,5,6,,,,,,1,,20,1,0,"Mittal, Neeraj","Dhoked, Sahil",,,,
CS,4348,005,3,8,,2,2,1,2,2,,1,,1,,,13,1,0,"Venkatesan, Subbarayan","Kallidaikuruchi Ramakrishnan, Shankaranarayanan",,,,
CS,4348,502,1,5,6,3,7,5,,1,2,,,,,,11,2,1,"Salazar, Elmer E","Li, Dongcheng",,,,
CS,4349,001,2,8,7,6,7,7,6,10,,,,,,,18,1,2,"Raichel, Benjamin A","Huang, Hongyao",,,,
CS,4349,002,,11,6,3,4,11,3,7,1,1,1,,,,24,,3,"Chitturi, Bhadrachalam",,,,,
CS,4349,003,10,9,7,4,4,6,,1,,,2,,3,,20,2,2,"Chida, Anjum","Kobayashi, Hideo",,,,
CS,4349,501,,3,7,5,11,9,3,1,2,,3,,,,25,1,0,"Erbatur, Serdar","Wang, Chengen",,,,
CS,4352,0W1,20,30,13,3,,1,,,,,,,,,9,,1,"Orrick, Erika D",,,,,
CS,4353,0W1,24,16,5,3,,2,,,,1,,,,,5,,1,"Orrick, Erika D",,,,,
CS,4361,001,2,15,6,3,10,1,,2,,,,,,,2,,2,"Kumar, Pushpa S","Vasireddy, Siva Sai Nagender",,,,
CS,4365,001,2,12,5,3,4,1,4,2,5,2,1,,1,,20,5,7,"Ng, Yu Chung V","Ocampo Diaz, Gerardo",,,,
CS,4365,501,2,2,5,,1,3,1,1,,,,,,,6,,1,"Salazar, Elmer E","Fang, Zhou",,,,
CS,4365,502,,,3,4,2,2,,,,,,,3,,9,2,3,"Salazar, Elmer E","Dong, Hailiang",,,,
CS,4371,501,5,2,3,3,2,2,1,,,,,,,,10,,1,"Skorupa Parolin, Erick","Komaragiri, Vasundhara",,,,
CS,4375,001,20,1,6,1,2,1,1,4,2,,2,,2,,13,2,3,"Karami, Gity","Fan, Zhenbao",,,,
CS,4375,002,23,5,2,2,3,2,1,2,4,,2,,3,,22,1,3,"Karami, Gity","Liu, Ximeng","Fan, Zhenbao",,,
CS,4375,501,2,2,6,9,7,9,6,2,3,,2,1,4,,9,5,5,"Mazidi, Karen J","Killamsetty, Krishnateja",,,,
CS,4375,502,4,15,10,8,2,1,1,,,,,,2,,30,,0,"Khan, Ziaullah","Li, Xiaodi",,,,
CS,4376,001,,4,4,1,5,1,2,1,1,,,,,,11,1,1,"Paulk, Mark C","Benton, Samuel D",,,,
CS,4376,002,1,1,2,1,2,5,3,2,1,1,1,,2,,26,6,0,"Zalila-Wenkstern, Rym","Zhu, Chang",,,,
CS,4384,001,5,3,4,5,4,3,2,4,,,,,2,,26,2,3,"Malik, Hemant","Wu, Zhouxiang",,,,
CS,4384,501,4,11,12,7,9,10,6,5,,2,,,,,7,,0,"Willson, James K","Zhao, Xujiang",,,,
CS,4384,502,2,10,7,10,7,7,3,2,,1,1,,,,7,,0,"Willson, James K","Fang, Zhou",,,,
CS,4384,503,7,5,5,4,2,4,1,3,2,1,,2,4,,14,5,1,"Shields, Charles O",,,,,
CS,4384,HON,9,5,2,,2,,,,,,,,,,3,,2,"Pervin, William J",,,,,
CS,4386,001,1,5,3,4,2,1,1,,,,,,3,,5,2,3,"Gupta, Neeraj K",,,,,
CS,4390,001,5,5,5,4,4,4,1,4,2,,,,,,13,3,4,"Le, Khiem V","Gour, Riti",,,,
CS,4390,502,3,3,2,1,4,3,4,3,,,,,,,19,2,1,"Gupta, Neeraj K","Li, Shuo","Patel, Vatsalkumar R","Patel, Dhruvkumar R",,
CS,4391,001,9,15,10,8,2,3,,,,,2,,,,11,5,2,"Maung, Crystal","Jin, Rong","Wan, Guihong",,,
CS,4393,001,2,13,,9,5,8,7,5,5,1,1,,,,10,3,0,"Nguyen, Nhut","Yu, Xinyue",,,,
CS,4396,001,3,7,4,3,2,2,,4,,,,,,,4,1,1,"Sarac, Kamil","Mai, Kelvin K",,,,
CS,4398,001,,15,11,8,10,1,,1,,1,,,,,2,,0,"Cankaya, Ebru C","Akbar, Khandakar Ashrafi",,,,
CS,4485,001,46,163,42,15,7,2,,,,,,,,,21,1,2,"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,
CS,4485,002,2,8,2,,1,,,,,,,,,,2,,0,"Veerasamy, Jeyakesavan","Razo Razo, Miguel A",,,,
CS,5333,001,,11,3,6,4,,,,,,,,1,24,,,1,"Cobb, Jorge",,,,,
CS,5343,501,,15,4,8,5,,,1,,,,,,16,,,0,"Gupta, Neeraj K",,,,,
CS,5343,502,,16,7,5,3,,,2,,,,,1,5,,,0,"Gupta, Neeraj K",,,,,
CS,5348,001,,4,1,1,,,,,,,,,1,9,,,1,"Yen, I-Ling","Wang, Huaduo",,,,
CS,5348,002,,15,9,5,2,4,,1,,,,,,11,,,0,"Christiansen, Michael G","Mukherjee, Kunal",,,,
CS,6301,002,,11,8,1,5,,1,,,,,,,6,,,0,"Fox, Kyle J",,,,,
CS,6301,003,2,13,,,,,,,,,,,,,,,0,"Thuraisingham, Bhavani","Ricks, Brian W",,,,
CS,6301,004,,26,18,9,4,1,,,,,,,,7,,,0,"Nagar, Anurag","Li, Jincheng",,,,
CS,6301,005,,35,,,,,,,,,,,,1,,,0,"Thuraisingham, Bhavani","Chen, Tiantian",,,,
CS,6301,006,,23,3,,,,,,,,,,,11,,,0,"Du, Ding Z","Gu, Shuyang",,,,
CS,6301,008,,6,2,,,,,,,,,,,2,,,0,"Chandrasekaran, Ramaswamy","De, Partha",,,,
CS,6301,010,,10,2,,,,,,,,,,,3,,,0,"Zhang, Kang",,,,,
CS,6301,011,,65,6,7,,,,,,,,,,29,,,1,"Alagar, Sridhar",,,,,
CS,6301,012,,18,7,3,,,,,,,,,,6,,,0,"Iyer, Rishabh K","Ashtiani, Omeed E",,,,
CS,6301,501,,51,15,,,,,,,,,,,4,,,0,"Culver, Timothy L",,,,,
CS,6301,502,,18,6,4,10,,,3,,,,,2,14,,,0,"Redfern, Arthur",,,,,
CS,6301,503,,1,,,,1,,,,,,,,8,,,0,"Yen, I-Ling","Wang, Huaduo",,,,
CS,6301,504,,52,12,,,,,,,,,,,1,,,1,"Culver, Timothy L",,,,,
CS,6301,505,,4,4,4,1,,,1,,,,,1,10,,,0,"Ikram, Muhammad Z","Khargonkar, Ninad Arun",,,,
CS,6301,MS1,,12,,,6,,,,,,,,,,,,0,"Nguyen, Nhut",,,,,
CS,6307,501,,8,7,7,1,,,,,,,,,3,,,0,"Nagar, Anurag","Mousavi, Pooneh",,,,
CS,6313,001,,7,14,6,4,3,2,,,,,,,8,,,0,"Chen, Min","Yuan, Xiaochen",,,,
CS,6313,002,,24,18,8,3,1,1,1,,,,,,11,,,0,"Zhou, Yan","Khargonkar, Ninad Arun",,,,
CS,6314,001,,58,6,10,,,,1,,,,,,5,,,0,"Yuruk, Nurcan","Yadlapalli, Yaswanth",,,,
CS,6314,002,,57,10,2,1,,1,,,,,,,8,,,1,"Yuruk, Nurcan","Guo, Jinghui",,,,
CS,6314,501,,19,9,2,,,,,,,,,,5,,,0,"Min, Richard K","Guo, Junfeng",,,,
CS,6320,001,,3,1,1,5,,3,2,,,,,,12,,,2,"Moldovan, Dan I","Desai, Takshak",,,,
CS,6320,002,,51,,,1,,1,1,,,,,,5,,,0,"Harabagiu, Sanda M","Maldonado, Ramon Manuel Martinez","Ashtiani, Omeed E",,,
CS,6320,003,,15,16,8,2,,,,,,,,,16,,,0,"Balakrishna, Mithun","Lee, Yi-Hui",,,,
CS,6322,001,,29,1,2,2,,5,,,,,,,1,,,0,"Harabagiu, Sanda M","Weinzierl, Maxwell A",,,,
CS,6324,501,,28,5,2,2,,1,,,,,,1,3,,,0,"Valente, Junia d","Mai, Kelvin K",,,,
CS,6326,001,,16,2,,5,1,,,,,,,,13,,,0,"Cole, John",,,,,
CS,6328,001,,15,,,,,,,,,,,,,,,0,"Fishwick, Paul",,,,,
CS,6334,501,,44,6,4,,,,,,,,,,5,,,0,"McMahan, Timothy","Wang, Ningna",,,,
CS,6347,501,,10,3,1,,1,,,,,,,,17,,,4,"Gogate, Vibhav G","Komaragiri, Vasundhara",,,,
CS,6348,001,,15,5,5,1,,,,,,,,,8,,,0,"Kantarcioglu, Murat","Spence, Jackie C",,,,
CS,6349,001,,19,13,7,4,,,,,,,,,,,,0,"Hao, Shuang","Li, Shuo",,,,
CS,6350,001,,49,28,28,2,,,,,,,,,10,,,0,"Khan, Latifur R","Tao, Hemeng","Patel, Dhruvkumar R",,,
CS,6350,002,,22,12,15,5,2,,,,,,,,13,,,0,"Nagar, Anurag","Hu, Yibo",,,,
CS,6352,001,,4,4,,1,1,,,,,,,,1,,,1,"Jue, Jason","Shahbazi, Nima",,,,
CS,6359,001,,67,3,,,,,,,,,,,,,,0,"Nguyen, Tien N","Dakle, Parag Pravin",,,,
CS,6359,003,,3,3,,1,1,,,,,,,1,4,,,0,"Nouroz Borazjany, Mehra","Zhu, Chang",,,,
CS,6360,001,,20,9,,1,,,,,,,,2,4,,,0,"Davis, Chris I","Kumar, Pushpa S","Yan, Siwen",,,
CS,6360,002,,26,18,6,2,1,,1,,,,,,14,,,0,"Yuruk, Nurcan","Haque, Mirazul",,,,
CS,6360,003,,41,14,5,1,,,,,,,,1,7,,,0,"Davis, Chris I","Ali, Shariq",,,,
CS,6360,004,,23,9,,2,,,,,,,,,9,,,0,"Wu, Wei L","Ghosh, Smita",,,,
CS,6360,MS1,,11,1,,,,,,,,,,,2,,,0,"Raghavachari, Balaji",,,,,
CS,6361,001,,1,7,2,,,,,,,,,,3,,,0,"Chung, Lawrence","Ahn, Sung Soo",,,,
CS,6363,001,,30,17,1,4,1,,,,,,,,7,,,0,"Chandrasekaran, Ramaswamy","De, Partha",,,,
