Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,"Total W",Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ECON,6305,501,,14,2,4,4,1,,,,,,,,0,"O'Brien, Daniel M",,,,,
GEOG,2303,001,1,8,3,2,3,2,,2,,2,1,,,1,"Vakulenko, Irina","Chen, Meifang",,,,
GOVT,2306,HN3,,21,3,,1,,,,,,,,,0,"Elliott, Euel W","Johnson, Sara K","Latiolais, Jasmine R","Medhi, Kashmiri",,
SOC,1301,HN1,12,10,3,,,,,,,,,,,0,"Skaggs, Sheryl L",,,,,
BIS,1100,001,,22,1,1,,,,,,,,,1,0,"Werhnyak, Larissa",,,,,
BIS,1100,004,17,5,,,2,,,,,,,,1,0,"Wissinger, Tonja",,,,,
ED,4372,5H1,13,7,3,1,1,,,,,,,,,0,"Mahmoud, Ramy A",,,,,
ACCT,3350,PP1,3,2,9,8,2,,,,,,,,1,0,"Solcher, Steven J",,,,,
BPS,4305,001,1,3,,5,6,4,1,1,1,1,1,,,1,"Chasteen, Larry H","Teschner, Ryan S",,,,
BPS,6256,XS1,,13,2,7,2,,1,,,,,,,0,"Solomon, Lawrence N",,,,,
BPS,6310,XS1,,13,,,12,,,,,,,,,0,"Peng, Mike",,,,,
FIN,6253,XS1,,18,2,3,1,,1,,,,,,,0,"Reichert, Carolyn A",,,,,
HMGT,6334,501,,7,5,9,3,,,,,,,,,1,"Ayvaci, Mehmet U","Zhu, Wangsheng",,,,
ITSS,4351,002,1,3,3,5,7,4,1,1,,,,,,0,"Pandian, Thiru","Muthukrishnan, Bharathi",,,,
MIS,6320,501,,15,4,4,2,,,,,,,,,0,"Atabansi, Lloyd A","Tran, Quan T",,,,
MIS,6346,002,,22,2,,,,,,,,,,,1,"Elkhodari, Gasan","Sultana, Yasmin",,,,
MKT,6301,001,,6,3,6,7,2,1,,,,,,,0,"Kuksov, Dmitri","Elmi, Omid",,,,
OB,6152,XS1,,25,,,,,,,,,,,,0,"Hicks, Robert",,,,,
OB,6348,CW1,,24,,,,,,,,,,,1,0,"Plaisance Bryan, Suzette T",,,,,
OPRE,6301,CH1,,13,3,3,3,2,,1,,,,,,0,"Kim, Dohyeong",,,,,
OPRE,6303,0W1,,11,3,3,5,,,,,,,,,3,"Sethi, Awanti","Gokcinar, Abdullah H",,,,
OPRE,6362,0W2,,10,4,5,2,2,,,,,,,1,1,"Alborz, Shawn","Wang, Hao",,,,
CHEM,1112,107,7,11,2,1,1,,1,,,,1,1,,0,"Dissanayake, Dushanthi S","Mills, Kira R",,,,
CHEM,3472,002,,3,1,3,,4,5,,3,,2,1,,3,"Goux, Warren J","Lumata, Jenica","Cue, John Michael","Franciskovich, Matthew R","Lin, Jason","Hashami, Zohreh"
NATS,2333,HN1,23,1,1,,,,,,,,,,,0,"Taylor, Stephanie M",,,,,
ATCM,3301,503,1,3,11,3,2,,,,,,,,1,2,"Field, Jamie M",,,,,
PSCI,4V66,501,20,2,,,,,,,,,,,,0,"Seagroves, Tony A",,,,,
BPS,6254,XS1,,12,9,,4,,,,,,,,,0,"Strickland, Warren",,,,,
PHYS,6300,001,,14,,4,5,,,1,,,,,1,0,"Izen, Joseph",,,,,
BIOL,5460,001,,3,2,7,10,,,2,,,,,,0,"Xuan, Zhenyu","Zhang, Michael","Song, Ming",,,
ARAB,1311,001,10,11,,4,1,,,,,,,,,0,"Anjum, Zafar",,,,,
MUSI,2113,501,7,18,,,1,,,,,,,,,0,"Gerard, Lori A",,,,,
ATCM,3330,001,6,14,2,2,,1,,1,,,,,,0,"Nielsen, Christina R",,,,,
ATCM,3335,001,4,1,,,1,3,,4,1,1,1,1,7,2,"Kane, Simon A",,,,,
ATCM,3372,001,4,5,3,2,1,,,4,1,,,,3,3,"Fitzgerald, Harold E",,,,,
NSC,3361,HN1,5,18,2,1,,,,,,,,,,0,"LaDow, Eva S",,,,,
PSY,3342,501,3,6,2,5,2,1,1,2,1,,1,1,1,0,"Barfoot, John W","Peskova, Olga",,,,
CE,3302,001,1,5,,4,1,1,3,5,2,,1,,3,0,"Fumagalli, Andrea",,,,,
CE,4304,001,2,4,3,2,3,7,2,,1,,,,1,1,"Makris, Georgios","Zhang, Yunjie",,,,
CS,4386,501,4,1,2,3,4,2,1,4,,,1,,3,1,"Gupta, Neeraj K","Hosseini, Seyyed Mohammadsaleh",,,,
EE,3311,501,2,2,,2,4,6,2,3,2,,,,2,1,"Pourkamali, Siavash","Palit, Prithviraj",,,,
EE,3350,501,7,3,2,2,7,2,1,,,2,,,,0,"Ahmed, Shaheen","Helwa, Sherief M",,,,
BIS,1100,003,,25,,,,,,,,,,,1,0,"Werhnyak, Larissa",,,,,
ACCT,6301,GW1,,15,5,1,2,,,2,,,,,,1,"Barden, John P",,,,,
ACCT,6377,501,,7,15,2,,1,,,,,,,1,0,"McCuistion, Dennis",,,,,
ENTP,3301,502,4,5,9,4,3,1,,,,,,,,0,"Bhatti, Christopher J",,,,,
FIN,4310,501,3,1,3,2,4,3,,3,5,,,1,1,0,"Meier, Jean-Marie","Smith, Jake A",,,,
ITSS,4355,001,5,1,1,2,4,6,2,2,1,,,1,,1,"Bradbury, Judd D","Singh, Ayush K","Shah, Bhavin A",,,
OB,6331,501,,26,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,
OPRE,6301,AW1,,19,1,2,2,1,,1,,,,,,0,"Kim, Dohyeong",,,,,
BIOL,3102,005,1,7,4,3,4,2,2,1,1,,,,,1,"Delk, Nikki A","Thomas-Jardin, Shayna E","Bautista, Monica A","Ravichandran, Nainika",,
CHEM,2123,122,17,6,,,1,,,,,,,,,2,"Tran, Daniel N","Wijesundara, Yalini H",,,,
CHEM,3472,003,2,10,2,4,4,,1,1,,,,,,2,"Hashami, Zohreh","Lumata, Jenica","Franciskovich, Matthew R","Parra, Aaron","Cue, John Michael","Lin, Jason"
PHYS,2126,606,4,15,2,4,,,,,,1,,,,0,"Macalevey, Paul J","Saleh, Lamya","Larsen, Cody",,,
PHYS,2126,607,5,10,5,,1,,1,1,,,,,3,0,"Macalevey, Paul J","Dey, Akash N",,,,
PHYS,3380,001,2,4,,1,4,2,,3,2,,1,1,6,0,"Anderson, Phillip C",,,,,
ITSS,4370,002,,3,3,6,4,,2,3,3,,1,,1,0,"Hefley, William E","Radmehr, Payam",,,,
BLAW,4301,001,13,7,5,1,,,,,,,,,,0,"Molina, Stephen",,,,,
ATCM,2301,007,,3,,,16,,,2,,,,,4,2,"Lester, Paul",,,,,
ATCM,3301,502,2,4,5,4,4,5,1,1,,1,,,,0,"Rheams, David C",,,,,
ATCM,3382,501,5,10,5,5,1,,,,,,,,1,0,"Lee, Angela M",,,,,
CS,3345,004,,8,3,2,6,2,,,,2,1,,1,2,"Chappidi, Sruthi",,,,,
CS,4348,HON,,15,2,4,1,4,1,,,,,,,0,"Prakash, Ravi","Mahzari, Anahita",,,,
CS,4384,001,5,2,,2,2,3,3,3,3,1,1,1,1,0,"Arnold, Gordon L","Chowdhury, Al Mehdi Saadat",,,,
EEDG,6303,001,,4,15,5,3,,,,,,,,,0,"Nourani, Mehrdad","Sears, Mark R",,,,
EERF,6393,001,,10,4,6,7,,,,,,,,,0,"Heins, Matthew S","Gemsheim, Alex J",,,,
CRIM,4311,001,5,2,4,3,3,3,3,2,1,,,,1,0,"Hayslip, Melissa P",,,,,
ECON,4355,001,6,2,2,,2,1,,3,6,,1,,2,2,"Li, Dong","Choi, Soohyun",,,,
GOVT,2305,HN1,1,20,6,,,,,,,,,,,0,"Brunell, Thomas",,,,,
PA,4355,001,11,8,2,2,1,1,,,,,,1,1,0,"Upoma, Shahrin S",,,,,
AMS,4379,001,5,2,7,1,,2,,3,2,1,,,3,1,"Hudson, Jennifer M",,,,,
BIS,3320,002,1,3,2,6,6,2,,1,,,,1,3,2,"Pogue, Neall W",,,,,
ED,3314,501,2,15,,,6,,,1,,,,,3,0,"Fagg, Sharon",,,,,
HLTH,1322,0W1,,2,5,3,5,3,2,,1,,2,,1,3,"Day, Lora N",,,,,
ACCT,6333,001,,11,1,,11,,,4,,,,,,0,"Zolton, Kathy","Gu, Dongdi",,,,
ACCT,6336,001,,8,2,8,9,,,,,,,,,0,"Mauriello, Joseph A","Truong, Timothy T",,,,
BUAN,6357,001,,25,1,,,1,,,,,,,,0,"Johnston, Walter L",,,,,
FIN,3305,001,2,3,1,,9,1,,9,,,2,,,0,"Guttery, Randall",,,,,
FIN,6314,0W1,,12,,3,10,1,,1,,,,,,0,"Manzi, Jeff",,,,,
FIN,6382,501,,3,7,9,6,1,,,,,,,,1,"Ma, Liping","Zhang, Xiang",,,,
HMGT,6321,0W1,,5,4,7,5,2,2,,,,,,1,1,"Ramanathan, Kannan",,,,,
IMS,4320,501,12,3,5,2,,1,,2,2,,,,,0,"Carraher, Shawn M",,,,,
OB,6301,GW1,,14,6,1,2,2,,1,,,,,,1,"Hicks, Jeffrey N",,,,,
BIOL,3102,004,5,2,5,2,3,2,3,,,2,,2,,1,"Srikanth, Uma",,,,,
BIOL,3162,002,2,3,1,5,3,9,1,2,,,,,1,0,"Candas, Mehmet",,,,,
BIOL,3162,006,1,1,4,1,4,6,3,1,1,1,,,4,0,"Candas, Mehmet",,,,,
CHEM,1111,146,5,13,,1,1,4,,,,,,1,1,1,"Dissanayake, Dushanthi S","Nguyen, Trang",,,,
CHEM,2123,106,10,13,4,,,,,,,,,,,0,"Taghavi Nasrabadi, Amir","Siddiki, A K M Nur Alam",,,,
CHEM,2125,106,6,13,6,2,,,,,,,,,,0,"Shah, Shailesh N","Senarathna, Milinda Chathuranga",,,,
CHEM,2125,107,7,12,6,1,,,,,,,,,,1,"Tran, Daniel N","Senarathna, Milinda Chathuranga",,,,
PHYS,2126,605,3,17,4,1,1,,,1,,,,,,0,"Macalevey, Paul J","Phillips, Madelyn F",,,,
CS,3354,502,1,7,2,,8,2,3,1,,,,1,2,0,"Yang, Wei","Haque, Wasif A","Huang, Hongyao",,,
SE,4367,501,,4,6,3,2,5,1,1,,,,,1,4,"Zhang, Lingming","Benton, Samuel D",,,,
PA,4370,001,,7,2,4,3,4,1,3,1,,,,,2,"Kiel, Lowell D",,,,,
ARHM,3342,001,,14,3,2,3,,,1,,,1,,2,2,"Evans, Kathryn C",,,,,
MUSI,1306,007,9,8,,3,4,,,1,,,,,2,1,"Ming, Adron",,,,,
MUSI,2322,001,1,7,4,3,,,,5,3,,2,,3,0,"Gerard, Lori A",,,,,
MUSI,3322,001,8,13,2,2,,,,,,,2,,1,0,"Evans, Kathryn C",,,,,
PHIL,4322,501,8,8,3,2,1,1,,,,1,1,,3,0,"Amato, Lawrence A",,,,,
ATCM,2321,002,2,8,9,1,2,2,1,,,1,2,,,0,"Mulla, Ayesha",,,,,
ATCM,3305,001,,3,3,2,5,7,2,,2,,1,1,2,0,"Caldwell, Bryon A",,,,,
ATCM,3306,002,2,5,3,2,3,1,,1,4,,1,,2,4,"Salter, Monika",,,,,
ATCM,3346,001,3,6,11,2,1,2,,,,,2,,1,0,"Marks, David E",,,,,
ATCM,3350,501,3,3,7,2,5,,3,1,2,,,,,2,"Cox, Cydney",,,,,
ATCM,3366,002,7,2,4,4,2,2,2,,1,1,,1,2,0,"Wu, Hong An",,,,,
ATCM,3368,001,3,2,4,3,4,2,,,,1,,1,6,2,"Chandler, Adam W",,,,,
NSC,4363,HN1,5,14,7,2,,,,,,,,,,0,"LaDow, Eva S",,,,,
CE,3201,002,6,9,6,3,2,1,,1,,,,,,0,"Nikoubin, Tooraj","Caicedo-Narvaez, Carlos A","Movahed Mohammadi, Seyed Ehsan","Khoshlessan, Mahshid","Steele, Alec M",
CS,1337,503,3,11,1,1,1,1,1,3,,,2,,4,0,"Belkoura, Mohamed Amine",,,,,
EE,3301,003,2,2,11,4,3,4,,1,1,,,,,0,"Friedman, Joseph S","Hassan, Naimul",,,,
MECH,4310,001,2,3,1,4,2,2,2,4,,2,2,,3,1,"Ruths, Justin","Zhang, Yujie",,,,
CRIM,4322,0H1,,6,6,4,2,3,,2,,2,2,,1,0,"Vieraitis, Lynne M","Corey, Jessica",,,,
BIS,2190,0W2,4,6,2,2,,3,1,1,,2,,,6,1,"Edwards, Christopher W","Robinson, Katie L",,,,
BIS,3320,005,,4,12,7,2,1,1,,1,,,,,0,"Naqvi, Syed K",,,,,
HLTH,3305,002,,8,12,5,2,1,,,,,,,,0,"Taylor, Donald E",,,,,
HLTH,4305,002,15,9,2,,2,,,,,,,,,0,"Dickey-Laprocido, Galen L",,,,,
ACCT,6333,SS1,,11,,,8,,1,8,,,,,,0,"Zolton, Kathy",,,,,
ACCT,6343,SS1,,4,10,8,4,,,2,,,,,,0,"Johnson, Jennifer","Lietha, Cassidy R",,,,
BUAN,6341,501,,10,3,8,2,2,,,,,,,2,1,"Sabir, Muhammad F","Aarya, Aarya",,,,
ENTP,6370,501,,4,9,5,9,,,1,,,,,,0,"Kimzey, Jackie",,,,,
FIN,3305,002,2,6,1,,7,2,,9,,,,1,,0,"Guttery, Randall",,,,,
FIN,3320,013,,3,1,4,2,1,3,2,1,,1,,4,6,"Rebello, Michael J",,,,,
FIN,3395,501,,6,5,6,6,5,,,,,,,,0,"Noland, Jeff",,,,,
HMGT,6320,501,,25,1,1,,,,,,,,,,1,"Fleming, Forney F",,,,,
MECO,6303,001,,9,6,4,6,1,,2,,,,,,0,"Siegenthaler, Simon","Chen, Xi",,,,
MECO,6303,501,,7,7,3,3,3,1,4,,,,,,0,"Kiser, Stephen L","Kadiwala, Shermin R",,,,
OBHR,4310,001,11,3,3,,3,1,,,1,1,,,2,3,"Kaplan, Marilyn R",,,,,
OPRE,6301,501,,9,5,4,4,2,,1,,,,,1,2,"Woldu, Malgorzata","Wang, Ming",,,,
OPRE,6359,001,,10,5,4,7,,,,,,,,,2,"Brussolo, Monica E","Adlakha, Satyak",,,,
BIOL,1318,001,,4,,,7,,,12,,,3,,2,0,"Maitra, Meenakshi",,,,,
BIOL,3162,004,1,1,2,2,1,6,8,1,1,,,,4,1,"Candas, Mehmet",,,,,
BIOL,3388,001,,5,4,6,7,3,3,,,,,,,0,"Rippel, Scott A",,,,,
BIOL,3456,305,2,5,5,3,1,2,3,1,3,2,1,,,0,"Yu, Wen H","Li, Yibo","Venkitapathi, Sundharamani",,,
CHEM,1111,129,3,18,3,,1,,,1,,,,1,,1,"Taghavi Nasrabadi, Amir","Yan, Qing",,,,
CHEM,1111,608,,16,4,2,3,,1,,,,,,2,0,"Huang, Yu","Parker, Dynasty M",,,,
CHEM,1112,105,10,14,1,1,1,,,,,,,,1,0,"Hashami, Zohreh","Pope, Mitchell A",,,,
CHEM,1112,106,,10,6,4,1,,3,1,,,,,,3,"Huang, Yu","Mortensen, Marie L",,,,
MATH,2312,006,,,5,2,1,4,2,4,6,,,1,3,0,"Aman, Kelly",,,,,
MATH,3311,001,4,3,8,4,4,1,,1,1,,1,,1,0,"Dabkowska, Malgorzata A",,,,,
NATS,1101,019,18,1,5,,,,1,1,,,,,2,0,"Treter, Donald R",,,,,
PHYS,2126,601,15,8,3,2,,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Modumudi, Sai Madhav",,,
STAT,3360,001,7,4,4,3,1,3,,2,,,,,2,2,"Koshevnik, Yuly","Chakraborty, Dipnil","Chen, Huan",,,
ATCM,3301,501,4,1,7,6,2,2,1,,1,1,1,,1,0,"Landers, Sean M",,,,,
PPPE,6310,501,,,9,9,4,4,,,,,,,,1,"Fass, Simon",,,,,
MATH,2417,010,6,2,3,3,3,,,1,3,1,,1,5,0,"Ohsawa, Tomoki",,,,,
JAPN,1311,001,8,10,6,1,2,1,,,1,,,,,0,"Kroska, Nami",,,,,
LIT,2321,001,8,5,4,2,3,2,,1,,,1,,1,2,"Prieto, Rene",,,,,
LIT,2350,001,1,4,9,6,2,2,,,1,,,,4,0,"Barnes, Ashley",,,,,
LIT,3319,003,6,16,3,,2,1,,,,,,,,1,"Brewer, Kenneth L",,,,,
MUSI,2322,002,8,9,,6,,,,,,,2,,4,0,"Bennett, Rodger",,,,,
ATCM,2302,004,8,8,5,4,2,1,,1,,,,,,0,"Minnish, Roxanne W",,,,,
ATCM,2302,007,6,7,7,1,3,1,,1,,,,1,1,1,"Barr, Ivey B",,,,,
ATCM,2302,501,5,11,,3,2,,1,3,,,,,3,1,"Li, Mary A",,,,,
ATCM,2345,002,8,6,8,2,1,,,,,,,,2,2,"Fitzgerald, Harold E",,,,,
ATCM,3301,002,,1,7,6,9,5,,,,,,,1,0,"Imaoka, Laura","Jones, Jazmine Q",,,,
ATCM,3301,004,1,13,12,3,,,,,,,,,,0,"Mulla, Ayesha",,,,,
ATCM,3308,001,,,1,1,5,1,4,2,1,2,,1,9,2,"Johnson, Casey A",,,,,
ATCM,3367,001,,2,7,4,5,4,2,,3,,,,1,1,"Lewis, Timothy M",,,,,
ATCM,3385,001,2,7,8,7,5,,,,,,,,,0,"Schich, Maximilian",,,,,
PSY,3392,501,1,,3,5,5,4,3,2,2,1,,,2,1,"Raman, Rachna",,,,,
SPAU,3342,501,7,9,4,3,4,1,,1,,,,,,0,"Barfoot, John W","Peskova, Olga",,,,
CS,6332,001,,20,3,,1,5,,,,,,,,0,"Jee, Kangkook","Yadlapalli, Yaswanth",,,,
CS,6343,001,,10,6,5,7,1,,,,,,,,0,"Yen, I-Ling","Zeng, Wenxi",,,,
CS,6364,002,,11,7,1,7,1,1,1,,,,,,0,"Harabagiu, Sanda M","Maldonado, Ramon Manuel Martinez",,,,
EECT,6326,001,,12,6,6,5,,,,,,,,,0,"Liu, Jin","Xiong, Jiu",,,,
EEDG,6301,001,,21,3,4,1,,,,,,,,,0,"Swartz, William P","Huang, Qiongdan",,,,
MECH,4382,001,,9,4,5,3,1,4,,3,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Ouyang, Hui",,
CRIM,3302,001,17,2,5,,4,1,,,,,,,,0,"Huskey, Michael",,,,,
IPEC,4307,001,,13,4,4,5,2,1,,,,,,,0,"Callenes, Mercedez",,,,,
PSCI,3364,001,3,2,6,5,8,,1,4,,,,,,0,"Brunell, Thomas","Oketch, Christine E",,,,
BIS,2190,0W1,12,3,4,1,3,,,1,,,,1,3,1,"Edwards, Christopher W","Robinson, Katie L",,,,
BIS,3320,003,1,1,7,1,2,2,1,3,,1,,1,6,3,"Pogue, Neall W",,,,,
BIS,3320,004,1,9,5,1,4,2,1,3,1,1,,,1,0,"Hudson, Jennifer M",,,,,
BIS,3320,501,2,7,6,5,5,1,,1,,,1,,1,0,"Wright, David A",,,,,
BIS,4306,0W1,2,6,4,5,4,1,1,3,,,,,3,0,"Simpson, Carrie M",,,,,
ED,3315,001,1,14,7,2,2,1,,,,,,,2,0,"Leek, Patricia A",,,,,
ED,3315,002,,19,7,1,,,,,,,,,2,0,"Leek, Patricia A",,,,,
ISIS,4V89,501,,4,5,7,5,3,,1,,,,,2,2,"Pogue, Neall W",,,,,
ACCT,3341,501,,3,3,9,3,,5,2,2,,1,,1,0,"Natarajan, Ramachandran","Thompson, Colby S",,,,
ACCT,6301,PS1,,20,4,5,,,,,,,,,,0,"Solcher, Steven J",,,,,
BUAN,6398,0W1,,7,6,,11,1,,4,,,,,,0,"Alimirzaei, Athena","Wijewardana, Galuge Hansani M","Kuo, Ching-Chung",,,
FIN,3380,003,1,4,3,4,4,5,6,,1,,,1,,0,"Gurun, Ayfer",,,,,
FIN,6392,501,,8,14,5,,1,,,,,,,,1,"Zheng, Zhiqiang",,,,,
HMGT,6406,AH6,,28,,,,1,,,,,,,,0,"Kaiser, Robert C",,,,,
HMGT,6407,AS1,,29,,,,,,,,,,,,0,"McCracken, John",,,,,
HMGT,6408,AH6,,22,4,1,,2,,,,,,,,0,"Kaiser, Robert C",,,,,
ITSS,4312,501,3,13,6,2,4,,,,,,,,,1,"Arora, Vivek","Kaamra, Sanchita",,,,
MKT,6310,001,,7,4,5,6,5,,1,,,,,,1,"Biswas, Abhijit","Kasaian, Keyvan",,,,
OPRE,6332,502,,14,2,3,6,4,,,,,,,,0,"Ramanathan, Kannan",,,,,
OPRE,6369,501,,8,7,8,4,2,,,,,,,,0,"Subramoniam, Ramesh","Pandita, Binny",,,,
BIOL,3102,006,1,5,6,4,2,3,4,2,2,,,,,0,"Kim, Jung-Whan",,,,,
BIOL,3102,008,3,7,7,6,1,,3,1,,,,,,1,"Kim, Jung-Whan",,,,,
BIOL,3102,009,4,1,7,4,10,3,,,,,,,,0,"Delk, Nikki A","Thomas-Jardin, Shayna E","Bautista, Monica A","Ravichandran, Nainika",,
BIOL,3312,001,5,2,4,5,3,3,1,1,,,,,1,4,"Morcos Gonzalez, Alonso","Jiang, Xianli",,,,
CHEM,1111,110,7,14,2,2,2,,1,,,,1,,,0,"Huang, Yu","Kannangara, Dona Prashansa B",,,,
CHEM,1111,119,,8,11,,2,2,1,,1,1,2,,1,0,"Qin, Yanping","Arche, Phillip Damien E",,,,
CHEM,1111,122,9,13,1,,,,,2,,,,1,2,1,"Qin, Yanping","Rifat, Samia",,,,
CHEM,1111,128,5,13,7,1,,1,1,,,,,,1,0,"Gavva, Sandhya R","Fan, Victor",,,,
CHEM,1111,139,8,15,3,2,,,,,,,,,1,0,"Hashami, Zohreh","Cortes Guzman, Karen P",,,,
CHEM,1111,147,6,13,2,2,1,1,,,1,1,,,1,1,"Jaggi, Neelam","Parker, Dynasty M","Firouzi, Hamid Reza",,,
CHEM,1111,148,5,15,3,1,,,3,,,2,,,,0,"Anka, Fadwa H","Kannangara, Dona Prashansa B",,,,
CHEM,1111,150,14,6,3,,2,,,,,,,,2,2,"Abeykoon, Nimali C","Faisal, Tahmid",,,,
CHEM,1111,602,1,13,6,3,3,1,,,1,,1,,,0,"Anka, Fadwa H","Shaffer, Joy",,,,
CHEM,1111,603,4,19,3,,,,,2,,,1,,,0,"Abeykoon, Nimali C","Hagge, Laurel M",,,,
CHEM,1111,606,1,19,4,2,,1,,2,,,,,,0,"Anka, Fadwa H","Perez Medina, Luciano",,,,
CHEM,1111,607,5,15,4,1,1,1,,2,,,,,,0,"Dissanayake, Dushanthi S","Alexander, Shevon",,,,
CHEM,1112,101,12,11,1,1,1,,,,,,,,,3,"Hashami, Zohreh","Mills, Kira R",,,,
CHEM,1112,104,4,12,4,3,2,,,2,,,,,,2,"Hashami, Zohreh","Pope, Mitchell A",,,,
CHEM,2123,105,24,,4,1,,,,,,,,,,0,"Tran, Daniel N","Hernandez, Jayoh A",,,,
CHEM,2123,110,16,11,1,,,,,,,1,,,,0,"Taghavi Nasrabadi, Amir","Ma, Ziyuan",,,,
CHEM,2123,111,13,13,2,,1,,,,,,,,,0,"Jaggi, Neelam","Bhadran, Abhi",,,,
CHEM,2123,113,11,15,2,,,1,,,,,,,,0,"Jaggi, Neelam","Bhadran, Abhi",,,,
CHEM,2123,601,21,6,1,,,,,,,,,1,,0,"Taghavi Nasrabadi, Amir","Abbas, Muhammad",,,,
CHEM,2125,105,11,14,4,,,,,,,,,,,0,"Ma, Ziyuan","Shekarnoush, Mahsa",,,,
CHEM,2127,HN1,25,3,,,,,,,,,,,,1,"Thompson, Christina M","Boardman, Samuel",,,,
GEOS,1303,002,,4,3,1,3,5,,2,3,3,,2,3,0,"Pirouz, Mortaza","Haque, Ziaul",,,,
MATH,4334,002,1,5,1,,7,2,1,3,,,2,,6,1,"Minkoff, Susan E","Popa, Jonathan M",,,,
PHYS,2125,104,1,15,4,3,,3,,1,1,,,,,1,"Sun, Kuei","Zheng, Peng Peng",,,,
PHYS,2125,110,19,5,2,,,1,,,,,,,,2,"Sun, Kuei","Sinha, Deeksha",,,,
PHYS,2125,123,5,17,4,,,,1,,,,,,1,1,"Sun, Kuei","Dhawan, Ruchika",,,,
PHYS,2125,601,5,21,,,1,1,,,,,1,,,0,"Sun, Kuei","Azhiri, Reza B",,,,
PHYS,2125,604,7,15,1,1,1,,1,,1,,,,1,1,"Sun, Kuei","Xu, Tianyi",,,,
PHYS,2126,102,6,13,6,1,1,,,,,,,,1,1,"Macalevey, Paul J","Saleh, Lamya","Cherepanov, Stanislav M",,,
PHYS,2126,103,9,12,4,,,,1,1,,1,,,,1,"Macalevey, Paul J","Saleh, Lamya","Waczak, John",,,
PHYS,2126,105,10,12,5,2,,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Anable, Daniel",,,
PHYS,2126,106,8,14,3,3,1,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Larsen, Cody",,,
PHYS,2126,110,15,8,2,1,1,1,,,,,,,1,0,"Macalevey, Paul J","Saleh, Lamya","Anable, Daniel",,,
PHYS,2126,119,11,10,5,1,1,,,,,,,,,1,"Macalevey, Paul J","McMullen, Reema",,,,
PHYS,2126,121,6,13,6,1,2,,,,,,1,,,0,"Macalevey, Paul J","Marder, Andrew A",,,,
PHYS,2126,125,14,12,2,,,,,,,,,,,1,"Macalevey, Paul J","Saleh, Lamya","Dey, Soumyajit",,,
PHYS,2126,127,5,19,3,1,,1,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Cherepanov, Stanislav M",,,
PHYS,2126,128,5,15,4,1,,,1,,,,,,2,1,"Macalevey, Paul J","Saleh, Lamya","Zhang, Yichao",,,
PHYS,2126,602,6,6,10,5,,,,,,,,1,1,0,"Macalevey, Paul J","Dey, Akash N",,,,
PHYS,2126,604,8,12,7,,1,,,1,,,,,,0,"Macalevey, Paul J","Kakani, Vivek M",,,,
FIN,6360,001,,7,7,6,3,3,2,,,,,,,0,"Saretto, Alessio","Lee, Pil-Seng",,,,
HUMA,3351,001,17,11,,2,,,,,,,,,,0,"Anjum, Zafar",,,,,
JAPN,1311,002,12,9,3,1,2,,1,1,,,,,1,0,"Kroska, Nami",,,,,
ATCM,2301,001,9,7,8,2,1,2,,,1,,,,,0,"Camacho, Christopher J",,,,,
ATCM,2301,005,2,10,6,2,2,1,,1,1,1,,1,3,0,"Nielsen, Christina R",,,,,
ATCM,2301,006,2,7,11,2,3,1,2,,,,,,2,0,"Veras de Souza, Christine","Enam, Victor J",,,,
ATCM,2301,501,3,12,7,2,1,,,,1,,,,3,1,"Bernfeld, Luke S",,,,,
ATCM,2301,502,,25,,3,1,,,,,,,,,1,"Stewart, Michael C",,,,,
ATCM,2302,001,8,5,8,3,,1,1,1,1,,,1,,1,"Minnish, Roxanne W",,,,,
ATCM,2302,002,3,15,4,2,3,1,,,1,,,,1,0,"Minnish, Roxanne W",,,,,
ATCM,2302,003,10,7,5,3,2,1,1,,,,,,1,0,"Minnish, Roxanne W",,,,,
ATCM,2302,005,8,6,6,4,1,,,,1,1,3,,,0,"McCord, Peter A",,,,,
ATCM,2302,006,7,6,7,4,1,3,,1,,1,,,,0,"Salter, Monika",,,,,
ATCM,2302,502,9,6,7,1,1,2,,,,,,1,3,0,"Gonzalez, Isi J",,,,,
ATCM,2302,503,7,9,2,5,3,1,,1,,,,1,,1,"Gonzalez, Isi J",,,,,
ATCM,2321,001,,8,8,3,4,2,2,,,,,1,2,0,"Nguyen, Josef D",,,,,
ATCM,2321,501,1,5,10,7,5,1,,,,,,,,1,"Nguyen, Josef D",,,,,
ATCM,2322,001,,3,5,6,1,7,3,1,1,,1,,2,0,"Sung, Wendy",,,,,
ATCM,2322,002,,5,4,5,2,5,4,3,2,,,,,0,"Llamas Rodriguez, Juan A",,,,,
ATCM,2335,501,,8,11,5,2,2,,,,,,,,2,"Billingslea, Steven L",,,,,
ATCM,2335,502,,6,3,5,4,4,4,1,1,,2,,,0,"Chiu, Yu-Kwong",,,,,
ATCM,2335,503,8,4,8,2,1,2,,,,,1,,3,1,"Starzer, Kenneth W",,,,,
