Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CE,3320,001,7,3,2,5,3,1,2,3,1,,,,3,,"Cogan, Diana L","Zhang, Yunjie",,,,
ITSS,4312,501,4,13,3,2,4,4,,,,,,,,,"Arora, Vivek",,,,,
HMGT,3301,501,7,10,5,5,,1,,2,,,,,,,"Berrett, Britt R","Kong, Siliang",,,,
CS,6349,001,,10,1,8,8,2,,1,,,,,,,"Sarac, Kamil","Ozarslan, Omer F",,,,
ATCM,2335,001,3,18,6,2,,,,,,,,,2,,"Nazir, Cassini",,,,,
EE,3311,001,,4,2,3,5,4,7,2,3,,,,1,,Kenneth,"Hosseini Pouya, Sayed Behnam",,,,
MKT,4380,501,,22,9,,,,,,,,,,,,"Haworth, Julie B",,,,,
OB,6334,CW1,,24,3,2,1,1,,,,,,,,,"Latham, Van M",,,,,
OPRE,6301,SS1,,20,1,6,4,,,,,,,,,,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,
ATCM,4395,503,,6,9,6,6,2,1,,,,,,1,,"Bennett, Jessica B","Enam, Victor J",,,,
BBSU,1100,006,22,3,1,1,,,1,,2,,,,1,,"Boeshans, Lindsey E",,,,,
BPS,4305,502,1,8,3,7,6,4,,,,1,1,,,,"Eun, Jihyun",,,,,
MATH,4301,002,10,5,3,4,3,1,,1,2,,1,,1,,"Ramakrishna, Viswanath","Caseria, Brendan J",,,,
BIS,1100,002,19,9,,,,,,1,,,1,,1,,"Wissinger, Tonja",,,,,
HMGT,6321,0W1,,9,6,5,5,2,1,2,,,,,1,,"Ramanathan, Kannan",,,,,
ACCT,6305,502,,7,7,9,5,2,1,,,,,,,,"Ozel, Naim Bugra","Holstead, Cameron",,,,
OPRE,6332,502,,14,5,5,5,,,1,,,,,1,,"Ramanathan, Kannan","Zhang, Chen","Wang, Wan-Jung",,,
ATCM,3301,001,,1,13,6,5,4,,1,,,,,1,,"Imaoka, Laura",,,,,
CS,3162,092,,23,,6,1,,,,,,,,1,,"Smith, Klyne",,,,,
EE,3301,001,,4,2,5,5,1,2,3,6,1,1,,1,,"Helms, Robert","Liang, Jingchen",,,,
ACCT,3350,PP1,2,6,14,6,2,1,,,,,,,,,"Solcher, Steven J","Keogh, Reagan D",,,,
ACCT,6330,SS1,,12,3,,12,3,1,,,,,,,,"Zhang, Yuan","Sandhu, Gurvinder",,,,
ACCT,6335,SS1,,21,,1,8,,1,,,,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,
ACCT,6388,SS1,,15,14,1,1,,,,,,,,,,"Betanzos, Christina L",,,,,
OPRE,6366,501,,8,6,6,7,3,1,,,,,,,,"Leach, Sonia E","Zhang, Wen",,,,
RMIS,4331,001,8,7,3,4,4,3,,1,,,1,,,,"Richardson, Debra L",,,,,
ATCM,3301,003,7,11,6,3,3,1,,1,,,,,,,"Patino, Stephen D",,,,,
CE,3320,501,1,4,3,5,1,2,4,3,3,2,2,,2,,"Cogan, Diana L","Thakur, Sneha","Zhu, Zhiqi",,,
BIS,1100,001,2,29,,,1,,,,,,,,,,"Werhnyak, Larissa",,,,,
BIOL,3456,302,3,6,6,3,1,4,4,2,2,1,,,,,"Yu, Wen H","Venkitapathi, Sundharamani","Li, Yibo",,,
EECT,6325,002,,7,5,11,4,2,3,,,,,,,,"Sechen, Carl","Xu, Xiangyu","Hu, Bo",,,
PA,4386,0W1,7,6,10,2,,1,,,3,,1,,2,,"Maxwell, Sarah P",,,,,
PSCI,4396,001,,22,4,2,2,,,,1,,,1,,,"Santoro, Lauren A","Rhyu, Kyunghee","Miller, Banks","Gathman, Adrienne E",,
FIN,4300,001,,16,,,14,,,2,,,,,,,"Furst, Jack D","Ying, Shihao",,,,
EERF,6395,001,,13,5,4,7,1,1,1,,,,,,,"Lehmann, Randall E","Li, Sen",,,,
CS,6359,001,,7,13,6,6,,,,,,,,,,"Nouroz Borazjany, Mehra","Mohammadpour, Somayeh",,,,
ACCT,6305,002,,8,7,10,5,1,,1,,,,,,,"Ozel, Naim Bugra","Holstead, Cameron",,,,
COMD,6305,001,,,,,,,,,,,,,,,"Katz, William","Glotfelty, Annette R",,,,
EE,3102,104,,28,,,2,,,2,,,,,,,"Hu, Yang","Wang, Jianda","Wei, Haoran","Bo, Yu",,
BUAN,6356,002,,12,10,7,2,,1,,,,,,,,"Chatterjee, Sourav","Gupta, Aabhas",,,,
MUSI,3118,501,,33,,,,,,,,,,,,,"Ming, Adron",,,,,
BBSU,1100,005,14,6,3,2,2,1,,,,2,,,3,,"Stubblefield, Jasmin N",,,,,
MECH,6370,001,,6,4,4,3,5,2,9,,,,,,,"Anderson, William C",,,,,
FIN,3365,001,6,2,6,4,8,3,1,1,1,,1,,,,"DeCourcy, George A",,,,,
OB,6301,CW1,,33,,,,,,,,,,,,,"Ferrante, Anne M",,,,,
BCOM,4350,007,,5,14,6,6,,1,,1,,,,,,"Moore, Sarah E","Tanabe, Takuma",,,,
ITSS,4370,001,2,4,5,5,5,5,3,3,,1,,,,,"Fuller, Tony F","Dandra, Pravin Basanna",,,,
MKT,6309,501,,23,6,2,2,,,,,,,,,,"Rajaratnam, Daniel",,,,,
ISIS,3310,001,4,8,3,5,6,1,,1,,,,2,3,,"Wissinger, Tonja",,,,,
SOC,4388,001,7,7,7,4,2,2,,1,,,,,3,,"Alexander, Bobby","Burger, Charis M",,,,
CS,6326,001,,18,1,1,12,1,,,,,,,,,"Cole, John","Shahbazi, Nima",,,,
CS,6363,006,,16,3,5,5,2,1,,,,,,1,,"Huynh, Dung T","Wang, Yigong",,,,
MKT,6301,501,,11,2,4,7,4,3,1,,,,,1,,"Rajaratnam, Daniel",,,,,
ATCM,1100,006,,13,10,6,,3,,,,,,,1,,"Schich, Maximilian",,,,,
CLDP,3310,001,,23,,1,2,,,5,1,,,,1,,"Touchstone, Emily W","Fowler, Mariah L",,,,
BIS,1100,003,1,31,1,,,,,,,,,,,,"Werhnyak, Larissa",,,,,
BIS,1100,005,,26,2,,1,,,3,,,,,1,,"Naqvi, Syed K",,,,,
ACN,6374,001,,17,5,5,1,2,,3,,,,,,,"Moller, Aage R",,,,,
BMEN,6374,001,,13,15,5,1,,,,,,,,,,"Bleris, Leonidas",,,,,
CE,4348,501,,6,,,9,,,16,,,1,,2,,"Goodrum, Richard A","Brown, Alec P",,,,
EESC,6360,501,,3,9,12,4,3,1,1,,,,,1,,"Panahi, Issa","Shankar, Nikhil",,,,
CE,4370,001,12,19,2,,,,,1,,,,,,,"Swartz, William P","Kalidas, Vignesh","Birjandtalab Golkhatm, Javad","Shahshahani, Masoud",,
BCOM,3310,002,,15,10,3,,2,,2,1,,,,1,,"McCrady, Victoria D","Ogunjobi, Olufunke A",,,,
BCOM,4350,502,17,10,,,3,2,,,,,,,2,,"Layne, Raini M",,,,,
ITSS,4330,501,,6,5,4,6,4,5,2,1,,1,,,,"Thomas, Sunela","Zhu, Wangsheng",,,,
CS,4337,001,11,8,3,1,3,2,1,2,,,2,,1,,"Karami, Gity","Klimenko, Georgiy I",,,,
EE,4340,001,2,5,5,5,10,1,2,3,,,,,1,,"Ma, Dongsheng","Yan, Dong",,,,
ECON,4342,0W1,1,4,4,4,4,8,6,3,,,,,,,"Kiser, Stephen L",,,,,
ACCT,4337,501,,7,10,5,6,2,1,1,,,1,1,,,"Richards, James R",,,,,
ACCT,6343,SW1,,25,,,9,,,,,,,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,
CS,1337,503,1,5,3,5,5,3,2,7,1,,2,,,,"Belkoura, Mohamed Amine",,,,,
BIOL,4385,001,1,23,2,2,4,1,,1,,,,,,,"Murchison, David F",,,,,
PHYS,6300,001,,22,,,9,,,2,,,,,1,,"Izen, Joseph","Ferguson, Sarah W",,,,
HIST,4331,501,15,6,4,2,3,1,2,,,,,,1,,"Pfister, Debra H",,,,,
ECON,4320,001,5,9,1,2,4,6,4,3,,,,,,,"Giertz, Seth","Ramezani, Rasoul",,,,
BUAN,6312,502,,10,8,8,8,,,,,,,,,,"Zentner, Alejandro","Rupp, Anin D",,,,
BUAN,6357,001,,32,,1,,,,,,,,,1,,"Johnston, Walter L",,,,,
ACTS,4302,001,1,3,5,4,4,4,3,4,1,1,3,,1,,"Humphreys, Natalia A",,,,,
MUSI,3120,501,35,,,,,,,,,,,,,,"Hustis, Gregory J",,,,,
EE,3102,101,,27,,,4,,,2,,,1,,1,,"Hu, Yang","Bo, Yu","Wei, Haoran","Azarang, Arian",,
BCOM,3310,003,6,8,11,5,4,1,,,,,,,,,"McCrady, Victoria D","Ogunjobi, Olufunke A",,,,
BCOM,3310,005,5,24,3,1,1,,1,,,,,,,,"Smallwood, Margaret G","Babayemi, Opeyimika O",,,,
BCOM,3310,011,2,15,10,4,2,1,,1,,,,,,,"Sluder, Jeanne",,,,,
BCOM,3310,012,5,10,9,5,5,,,,,,,,1,,"Jacocks, Cara W",,,,,
BCOM,3310,502,1,13,6,2,8,2,1,1,,,,,1,,"Ahlberg, Mehrzad",,,,,
MKT,6310,001,,6,10,6,10,2,1,,,,,,,,"Biswas, Abhijit","Jameei Osgouei, Ata",,,,
OPRE,3320,001,,6,2,6,7,2,6,4,,,,,2,,"Kuo, Ching-Chung","Atulkumar, Bhavikshah",,,,
BPS,4305,007,2,1,6,4,5,8,2,1,2,2,1,1,,,"Xia, Jun","Bai, Xiaoou",,,,
MKT,6310,0W1,,12,7,7,9,,,,,,,,,,"Biswas, Abhijit","Jameei Osgouei, Ata",,,,
EEOP,6310,001,,9,18,6,2,,,,,,,,,,"Tamil, Lakshman",,,,,
MIS,6308,003,,6,19,6,2,1,1,,,,,,,,"Narasimhan, Prithi","Pawar, Dhairya Dhanaji",,,,
BUAN,6346,501,,21,14,,,,,,,,,,,,"Henslee, Austin","Shankar, Santhosh",,,,
ED,3315,002,1,15,9,1,5,3,,,,,,,1,,"Leek, Patricia A",,,,,
BIOL,3102,001,7,15,3,4,2,,,2,,1,1,,,,"Burr, John G",,,,,
CS,1200,007,,22,,,13,1,,,,,,,,,"Cole, John",,,,,
CS,1200,009,8,9,8,5,2,1,1,,,,2,,,,"Arnold, Gordon L",,,,,
CS,1200,010,6,11,8,8,2,1,,,,,,,,,"Arnold, Gordon L",,,,,
CS,1200,504,2,5,11,5,7,3,1,1,1,,,,,,"Chin, Wei-Pang",,,,,
MECH,2320,001,6,2,7,5,4,3,2,2,1,,,,4,,"Minary-Jolandan, Majid","Huang, Jiacheng",,,,
BCOM,3310,010,1,13,10,6,3,,,,,,,1,2,,"Sluder, Jeanne",,,,,
FIN,6307,002,,10,5,10,3,5,1,2,,,,,,,"Ma, Liping","Guo, Shujian",,,,
NATS,1101,006,29,2,2,,2,,,1,,,,,,,"Hajeri, Vinita",,,,,
NATS,1101,016,18,7,1,3,3,1,,1,,,,,2,,"Sutton, Julie",,,,,
NATS,1101,017,15,12,3,3,1,1,,,,1,,,,,"Dabkowski, Mieczyslaw K",,,,,
PHYS,3330,001,,11,6,2,6,6,,1,4,,,,,,"Da Silveira Rodrigues, Fabiano","Proctor, Matthew S",,,,
FILM,3342,501,,5,3,3,9,4,3,1,1,3,2,,2,,"Petty, John E",,,,,
CS,1200,004,7,17,5,4,1,1,,,,,,,1,,"Christiansen, Michael G",,,,,
NATS,1101,009,13,21,2,,,,,,,,,,,,"Zakhidov, Anvar A","Jung De Andrade, Monica",,,,
HMGT,6323,501,,13,10,9,3,1,,,,,,,,,"Ayvaci, Mehmet U","Tunc, Murat M",,,,
ITSS,4390,001,,10,9,7,8,2,,,,,,,,,"Owens, Dawn M","Krishnan, Arathy",,,,
MIS,6302,0W1,,26,6,4,,,,,,,,,,,"Majumdar, Sumit K","Sun, Geng",,,,
ECON,4360,001,8,3,3,1,6,1,2,5,1,3,2,,1,,"Siqueira, Kevin J","Devore, Collin D",,,,
ACCT,6305,001,,9,5,9,10,2,1,,,,,,,,"Li, Ningzhong","Holstead, Cameron",,,,
CS,1200,001,12,14,4,2,,1,1,,,,,,2,,"McMahan, Timothy",,,,,
CS,1200,002,5,19,7,4,,,,1,,,,,,,"Christiansen, Michael G",,,,,
CS,1200,006,,20,3,,10,1,,1,,,,,1,,"Cole, John",,,,,
CS,1200,012,15,14,3,1,,1,,1,,,,,1,,"McMahan, Timothy",,,,,
CS,1200,013,,22,1,,11,1,,,,,,,1,,"Cole, John",,,,,
CS,1200,014,,30,4,,1,1,,,,,,,,,"Smith, Klyne",,,,,
CS,1200,015,2,4,11,5,5,1,3,2,1,,,2,,,"Chin, Wei-Pang",,,,,
CS,1337,505,2,7,2,5,6,5,2,2,,1,2,,2,,"Oladimeji, Ebenezer A",,,,,
EE,3301,002,2,19,,,2,1,,3,,,5,,4,,"Fahimi, Babak","Liang, Jingchen",,,,
EE,4330,001,4,10,7,3,3,6,2,1,,,,,,,"Young, Chadwin D","Liu, Jinbo",,,,
BCOM,3310,013,7,17,5,3,2,,1,1,,,,,,,"Sluder, Jeanne",,,,,
NATS,1101,014,18,,,6,3,1,,1,1,,1,2,3,,"Sarcar, Subha N",,,,,
NATS,1101,015,19,,1,6,2,,1,2,,1,,,4,,"Sarcar, Subha N",,,,,
NATS,1101,019,25,7,1,2,1,,,,,,,,,,"Goeckner, Matthew",,,,,
NATS,1101,012,18,13,4,,,,,,,,,,,,"Zakhidov, Anvar A","Jung De Andrade, Monica",,,,
CRIM,2316,001,13,10,3,2,1,4,,1,1,,,,1,,"Polk, Elmer O","Yim, Haneul",,,,
NATS,1101,002,,33,,,3,,,,,,,,,,"Spiro, Stephen",,,,,
NATS,1101,008,16,20,,,,,,,,,,,,,"Zakhidov, Anvar A","Jung De Andrade, Monica",,,,
EE,3350,501,1,8,7,3,8,7,,2,1,,,,,,"Heins, Matthew S","Elgenedy, Mahmoud A",,,,
ACCT,3200,001,4,22,6,2,3,,,,,,,,,,"Smallwood, Margaret G","Babayemi, Opeyimika O",,,,
ACCT,3200,003,20,6,4,1,3,,2,,1,,,,,,"Fry, Jennifer L",,,,,
OBHR,4334,001,2,5,7,10,5,3,2,1,2,,,,,,"Weekley, Jeff A","Dabir, Alok",,,,
NATS,1101,001,27,7,,1,1,,,,1,,,,,,"Goeckner, Matthew",,,,,
NATS,1101,005,16,8,5,3,2,1,,,,,,,2,,"Distin, Kimberly A",,,,,
NATS,1101,011,,37,,,,,,,,,,,,,"Stern, Robert",,,,,
CS,3354,0W2,,1,6,6,12,8,3,,,,,,1,,"Straach, Janell","Zeng, Wenxi","Maweu, Barbara M",,,
CS,6334,001,,31,5,1,,,,,,,,,,,"McMahan, Ryan P","Hu, Xinyu",,,,
ITSS,4355,001,8,3,2,4,2,2,4,3,3,2,,2,2,,"Bradbury, Judd D","Sharma, Aman",,,,
BBSU,1100,010,22,7,1,,3,3,,,,,,,1,,"Chavez, Marcos G",,,,,
CS,2305,005,,5,14,12,4,2,,,,,,,,,"Dong, Zheng",,,,,
CS,5303,001,,23,5,4,2,3,,,,,,,,,"Becker, Eric W",,,,,
CS,6350,002,,20,10,7,,,,,,,,,,,"Nagar, Anurag","Chung, Yu-Yen",,,,
MECH,3351,002,1,7,2,2,6,4,3,6,4,,1,,1,,"Griffith, Daniel T","Baan, Marzieh",,,,
ECON,4310,001,,6,4,8,16,1,1,,,,,,1,,"Arce, Daniel G","Griffie, Vernicia A",,,,
CS,6380,001,,17,4,13,,2,,1,,,,,,,"Venkatesan, Subbarayan","Chung, Yu-Yen",,,,
BUAN,6312,003,,8,3,8,12,5,,1,,,,,,,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa",,,,
CS,1200,005,3,19,10,3,1,,,,,,,,1,,"Christiansen, Michael G",,,,,
MECH,3320,001,3,2,3,3,3,4,3,5,2,,8,,1,,"You, Seung M",,,,,
HLTH,4306,001,,4,9,4,7,6,1,2,3,,1,,,,"Savard, Ryan R",,,,,
ACCT,6373,SS1,,18,,5,14,,,,,,,,,,"Karnuta, Daniel",,,,,
MATH,3311,002,11,7,3,4,2,2,3,,1,,1,,3,,"Dabkowska, Malgorzata A","Khan, Samreen S",,,,
NATS,1101,003,34,,,1,1,,1,,,,,,,,"Sarcar, Subha N",,,,,
NATS,1101,004,5,16,8,5,2,,,1,,,,,,,"Distin, Kimberly A",,,,,
NATS,1101,010,,34,1,,1,,,,,,,,1,,"Candas, Mehmet",,,,,
OPRE,6370,001,,29,2,4,3,,,,,,,,,,"Sabri, Ehap H","Garg, Harsh",,,,
BMEN,3330,002,9,6,3,4,1,5,1,3,3,,,,3,,"Bian, Fang",,,,,
BBSU,1100,009,16,5,2,5,4,2,,,,1,2,,1,,"Dougherty, Margaret E",,,,,
CLDP,3362,001,2,12,1,2,10,1,,9,1,,,,,,"Mills, Candice M","Zhao, Yuguang",,,,
ACCT,6330,001,,16,2,5,5,4,4,1,,,,,1,,"Zhang, Yuan","Sandhu, Gurvinder",,,,
MATH,2418,003,3,1,1,3,6,3,5,1,6,,2,,7,,"Arnold, Maxim",,,,,
PSY,4323,001,,6,5,4,4,5,6,3,,,3,,2,,"Park, Jiyoung",,,,,
CS,4348,502,,3,8,3,2,7,1,1,3,2,3,2,3,,"Alagar, Sridhar","Wang, Huaduo",,,,
MIS,6324,001,,17,11,9,1,,,,,,,,,,"Zhang, Zhe","Wagh, Yash",,,,
MKT,6342,501,,15,9,7,7,,,,,,,,,,"Kavanaugh, Jeff L",,,,,
BIOL,2111,008,2,4,6,1,3,6,3,4,4,1,2,2,,,"Srikanth, Uma",,,,,
HLTH,4108,001,28,7,1,,1,,1,,,,,,,,"Rainey, Anthony D",,,,,
BUAN,6337,001,,12,6,13,6,,,,,,,,1,,"Haruvy, Ernan E","Liao, Chenxi",,,,
ATCM,1100,001,,11,,,13,,,11,,,1,,2,,"Lester, Paul","Hallgarth, Abigail M","Desai, Wajiha Y",,,
ATCM,1100,003,28,4,1,,2,,3,,,,,,,,"Scott, Andrew F","Ford, Erica L","Gutierrez, Alejandra",,,
COMD,6240,001,,38,,,,,,,,,,,,,"Touchstone, Emily W","Fazel, Vedad",,,,
CS,3345,HON,9,3,20,2,1,3,,,,,,,,,"Page, Ivor","Brown, Alec P",,,,
ECON,4302,001,4,3,3,6,5,9,2,2,2,1,,1,,,"Giertz, Seth","Ramezani, Rasoul",,,,
ECON,3311,002,,3,3,3,9,2,3,11,2,,1,,,,"Dumas, Lloyd","Cooper, Glen",,,,
MECH,6351,001,,23,6,4,2,3,,,,,,,,,"Qian, Dong","Hatamleh, Mohammad I",,,,
MIS,6346,003,,26,11,1,,,,,,,,,,,"Perez, Jerry","Sharma, Supriya",,,,
MECH,3150,102,,14,10,5,6,3,,1,,,,,,,"Park, Wooram","Ahsan, Faraz",,,,
MATH,2418,004,3,,2,1,5,3,5,5,4,1,2,,8,,"Ohsawa, Tomoki",,,,,
MATH,4341,001,9,3,4,2,6,4,2,2,3,1,1,,2,,"Tran, Anh T","Rahimi, Yaghoub",,,,
AHST,3318,501,,4,3,6,11,1,1,10,,2,,,1,,"Terranova, Charissa",,,,,
AMS,4327,0W1,16,5,6,3,3,2,,,1,1,,,2,,"Winstead, Elizabeth L",,,,,
PSY,4344,001,13,12,6,4,3,,,,1,,,,,,"Ward, Felicia",,,,,
CS,3162,051,13,9,3,6,1,1,1,2,,1,,1,1,,"Chin, Wei-Pang",,,,,
BCOM,4350,011,1,5,7,7,10,3,1,1,3,,,,1,,"Lookadoo, Kathryn","Tanabe, Takuma",,,,
HLTH,1301,0W1,,7,6,6,7,8,,2,,,1,,2,,"Baetge, Claire",,,,,
ENTP,6370,501,,,21,10,7,,,,,,,,1,,"Kimzey, Jackie",,,,,
OB,6301,002,,36,,,2,,,1,,,,,,,"Hasenhuttl, Maria",,,,,
CLDP,4347,001,,10,4,4,5,4,1,4,2,2,,2,1,,"Nelson Taylor, Jackie A","Smith, Olivia",,,,
BMEN,3399,001,5,6,1,,10,2,3,3,6,,2,,1,,"Varner, Victor","Peak, Kara",,,,
ATCM,2322,001,,2,8,11,9,4,2,,1,,,,2,,"Sung, Wendy",,,,,
CS,2305,HN1,12,11,12,5,,,,,,,,,,,"Bereg, Sergey",,,,,
EE,3320,501,2,2,2,2,7,4,2,4,3,7,1,,4,,"Cogan, Diana L","Thakur, Sneha","Zhu, Zhiqi",,,
MECH,3150,101,,21,11,4,3,,1,,,,,,,,"Park, Wooram","Ahsan, Faraz",,,,
ECON,3336,001,,19,11,3,3,1,,,,,,,3,,"McElroy, Susan","Nguyen, Hien T","Zhang, Licheng",,,
BIOL,2111,007,,4,2,1,13,5,7,6,2,,,,,,"Burr, John G",,,,,
MECH,6303,001,,10,12,4,11,3,,,,,,,,,"Tadesse, Yonas T","Hatamleh, Mohammad I",,,,
ECON,3315,001,9,6,8,4,5,2,1,2,,,1,,2,,"Beron, Kurt","Kwak, Jihun",,,,
BCOM,4350,002,23,15,1,,1,,,,,,,,,,"Michael, Sally C",,,,,
ITSS,4343,001,1,5,1,2,6,9,9,4,2,1,,,,,"Subramoniam, Ramesh","Gaglani, Kajal M",,,,
OPRE,3310,502,3,8,,5,12,2,3,6,,,1,,,,"Mozik, Vince C","Dubal, Nitesh",,,,
CS,3354,0W1,,5,13,3,4,6,8,,,,1,,,,"Straach, Janell","Zeng, Wenxi","Maweu, Barbara M",,,
MATH,2413,020,1,2,3,3,5,3,7,,2,2,3,,9,,"Duruoha, Adannah",,,,,
MATH,2413,002,1,5,6,6,2,1,6,3,1,1,1,2,5,,"Martynova, Irina",,,,,
MECH,6318,001,,14,8,7,8,,2,1,,,,,,,"Zhang, Jie","Liu, Yuanzhi",,,,
PSY,4332,002,2,2,7,3,3,5,3,2,2,1,1,2,7,,"Brody, Salena M",,,,,
BBSU,1100,001,22,10,6,,1,,,,,,,,1,,"Nall, Leah T",,,,,
BBSU,1100,002,25,6,7,1,1,,,,,,,,,,"Jackson, Kevin",,,,,
BBSU,1100,003,14,10,5,3,3,1,,3,,,1,,,,"Ritchie, Kathleen",,,,,
BBSU,1100,004,23,9,4,,3,,,,,,,,1,,"Jackson, Kevin",,,,,
SPAU,3341,001,,9,12,3,6,6,,3,,1,,,,,"Warner-Czyz, Andrea D","Pak, Cecilia L",,,,
PSCI,3323,001,,14,10,4,2,4,1,,1,1,,1,2,,"Lux, Ryan J",,,,,
FIN,3390,001,9,5,1,6,1,4,2,1,2,1,1,6,1,,"El-Ashmawi, Amal H","Jerez Carreno, Jaime Eduardo",,,,
MECO,6303,MBP,,22,12,6,,,,,,,,,,,"Siegenthaler, Simon","Chen, Xi",,,,
MIS,6204,MBP,,18,8,4,7,3,,,,,,,,,"Hefley, William E","Ozdemir, Dicle Yagmur",,,,
CS,6360,004,,18,1,2,13,2,,1,,,,,1,,"Cole, John","Salazar, Elmer E",,,,
MECH,4310,001,,1,1,6,,8,3,8,3,,4,,7,,"Ruths, Justin","Hadizadeh Kafash, Sahand","Kumar, Devesh",,,
BPS,6310,0W1,,24,,6,6,,4,1,,,,,,,"Chasteen, Larry H","Bai, Xiaoou",,,,
MATH,1306,001,6,9,8,1,5,2,2,4,3,,,,1,,"Sutton, Julie","Singh, Aprajita",,,,
ACCT,4336,001,2,5,5,4,8,10,1,3,2,,,,1,,"Bowen, Richard M","Walker, Jacob N",,,,
FIN,6364,001,,5,19,8,7,2,,,,,,,,,"Zhang, Huibing",,,,,
OPRE,3310,002,4,7,4,4,4,2,3,6,6,,1,,,,"Parks, David","Takasi, Venkanna Dora Goutham",,,,
ACCT,6383,501,,23,1,2,14,1,,,,,,,,,"Bracy, Dana",,,,,
ACCT,6356,501,,27,11,1,,2,,,,,,,,,"Gamino, John P",,,,,
OBHR,4352,001,7,9,11,7,4,1,1,1,,,,,,,"Ritchey, Kemberly A",,,,,
BIOL,2112,004,3,3,10,4,,7,4,3,3,3,1,,,,"Wilson, Michelle","Yetkin, Celal E","Cao, Lian","Salamat, Narges","Zhou, Qin",
OPRE,3310,001,12,10,7,3,2,,4,3,,,,,,,"Farajbakhsh Mamaghani, Fariba",,,,,
ACCT,6344,0W1,,11,13,13,3,1,,,,,,,,,"Gurun, Umit","Walker, Jacob N",,,,
MKT,6301,001,,10,1,13,11,2,2,2,,,,,,,"Rajaratnam, Daniel",,,,,
ATCM,4395,501,,4,7,9,11,4,3,,2,1,,,,,"Johnson, Casey A","Jennings, Christopher M",,,,
IMS,6204,MBP,,16,16,3,3,3,,,,,,,,,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,
BUAN,6346,002,,29,10,,,,1,,,,,,,,"Henslee, Austin","Shankar, Santhosh",,,,
BPS,4305,010,,10,10,9,6,4,1,,,,,,1,,"Choi, Emily","Mahajan, Anchit",,,,
ACCT,4334,PP2,,19,,,20,,1,1,1,,,,,,"Linsteadt, Chris C",,,,,
CS,1200,501,15,11,5,3,2,1,1,1,,,1,,2,,"McMahan, Timothy",,,,,
ENGR,3300,502,3,14,,8,8,,4,2,,1,,,2,,"Nakhaei, Mofid","Nourmohamadi, Hesam",,,,
IPEC,4377,001,3,8,15,7,4,1,1,1,,,,1,1,,"Bunte, Jonas B","Taden, John",,,,
BCOM,4350,503,,6,13,4,12,3,1,,1,,,,2,,"Steadham, Kyle S",,,,,
CS,3345,501,8,9,3,6,3,4,2,6,,,1,,,,"Khan, Ziaullah","Li, Fang","Maldonado, Ramon Manuel Martinez",,,
ECON,4351,001,12,14,3,4,6,,,3,,,,,,,"O'Brien, Daniel M",,,,,
PA,4355,001,8,13,8,4,2,2,1,3,1,,,,,,"Lee, Young-Joo","Upoma, Shahrin S",,,,
MKT,4330,0W1,4,8,2,1,8,6,1,1,2,1,1,5,2,,"Edsel, Alexander D","Brannon, Gina S",,,,
BIOL,2111,002,1,7,6,4,10,,3,9,2,,,,,,"Burr, John G",,,,,
BIOL,2111,009,11,5,5,5,2,4,3,,2,,2,3,,,"Srikanth, Uma",,,,,
BIOL,2112,001,2,7,6,5,3,9,2,2,3,1,2,,,,"Wilson, Michelle","Salamat, Narges","Cao, Lian","Zhou, Qin","Yetkin, Celal E",
BPS,4305,001,2,13,,5,8,,7,5,,,1,,1,,"Chasteen, Larry H","Bai, Xiaoou",,,,
BIOL,2112,005,5,4,8,6,6,6,1,1,2,1,,1,1,,"Wilson, Michelle","Zhou, Qin","Cao, Lian","Yetkin, Celal E","Salamat, Narges",
OBHR,3330,002,4,5,3,8,7,3,1,8,3,,,,,,"Weekley, Jeff A","Dabir, Alok",,,,
BIOL,2112,002,2,5,4,4,7,4,4,3,2,1,,1,5,,"Wilson, Michelle","Salamat, Narges","Cao, Lian","Zhou, Qin","Yetkin, Celal E",
CS,6314,501,,5,17,10,7,3,,,,,,,,,"Balakrishna, Mithun","Chen, Lingchao",,,,
CS,6375,003,,34,7,1,,,,,,,,,,,"Chida, Anjum","Li, Changbin",,,,
EE,4368,001,3,10,1,2,12,2,3,7,2,,,,,,"Lehmann, Randall E","Fonseka, Sebastian P",,,,
ACCT,2301,HON,12,11,8,6,3,1,1,,,,,,,,"Files, Rebecca L",,,,,
BCOM,3310,HON,5,36,1,,,,,,,,,,,,"Lawson, Kristen A","Ogunjobi, Olufunke A",,,,
HMGT,4321,001,5,8,2,13,7,4,3,,,,,,,,"Ayvaci, Mehmet U","Tunc, Murat M",,,,
BPS,4305,501,11,3,5,2,4,2,1,4,2,1,5,1,1,,"Carraher, Shawn M",,,,,
BA,1100,008,15,4,6,,3,4,1,1,,2,1,1,4,,"Hinze, Whitney P",,,,,
MKT,3200,002,19,8,6,3,2,1,1,1,,,,1,1,,"Watson, John M",,,,,
EE,4365,001,3,19,7,5,9,,,,,,,,,,"Saquib, Mohammad","Hasan, Md Imrul",,,,
