Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CLDP,2314,002,,3,2,1,4,1,1,3,1,2,,1,,,,,,0,"Atchison, Kristin J","Carrico, Sara M",,,,
CLDP,3303,001,6,17,,4,11,,9,3,,,1,,1,,,,,0,"Maguire, Mandy","Kosloski, Erin E",,,,
CLDP,3310,001,,50,,1,2,1,,1,,,,,,,,,,0,"Touchstone, Emily W","Glotfelty, Annette R",,,,
CLDP,3310,501,,7,2,4,3,,1,2,,,,,,,,,,0,"Bonner, Deborah L","Redig, Samantha L",,,,
CLDP,3332,001,3,27,11,8,5,1,1,1,2,,1,,4,,,,,0,"Holub, Shayla C","Heinrich, Melissa D",,,,
CLDP,3336,0W1,1,4,2,1,1,2,,1,,,,,2,,,,,0,"Atchison, Kristin J",,,,,
CLDP,3338,001,,7,3,4,2,4,3,2,2,,,,,,,,,1,"Tang, Alva","Li, Yue",,,,
CLDP,3339,001,,6,3,2,9,2,5,,2,,,,4,,,,,2,"Huxtable-Jester, Karen J","Sanchez, Patricia Monique",,,,
CLDP,3342,0W1,,27,,,1,,,,,,,,,,,,,0,"Bonner, Deborah L",,,,,
CLDP,3362,001,5,12,5,6,3,3,3,2,3,,1,,2,,,,,1,"Atchison, Kristin J","Gholap, Neha P",,,,
CLDP,3394,0H1,,3,,,9,,,,,,1,,,,,,,1,"Grant, Meridith G","Taylor, Mackenzie B",,,,
CLDP,4344,001,4,1,6,3,,4,1,2,1,,,,,,,,,1,"Swanson, Meghan R","Lilly, Lauren H",,,,
CLDP,4347,001,,9,1,1,,2,,3,,1,,,,,,,,0,"Nelson Taylor, Jackie A",,,,,
COMD,6222,001,,108,,,1,,,,,,,,,,,,,0,"Lougeay, Janice",,,,,
COMD,6240,001,,32,,,,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,
COMD,6305,001,,,,,,,,,,,,,,29,,,,0,"Katz, William","Moustafa, Rana",,,,
COMD,6307,0H1,,11,4,4,1,,,,,,,,,,,,,0,"Evans, Julia L",,,,,
COMD,6308,001,,73,,,5,,,,,,,,,,,,,0,"Rich, Judith B","Denicola-Prechtl, Kathleen M",,,,
COMD,6320,001,,55,1,6,4,,,,,,,,,,,,,0,"Aldridge, Michelle A","Kenedi, Helen",,,,
COMD,6377,001,,71,,,11,,,,,,,,,,,,,0,"Kenedi, Helen","Sale, Felicity F",,,,
COMD,6378,001,,18,,,,,,,,,,,,,,,,0,"Dean, Lucinda L","Sale, Felicity F",,,,
COMD,6V09,001,,29,,,,,,,,,,,,,,,,0,"Aldridge, Michelle A",,,,,
COMD,7204,501,,32,1,,,,,,,,,,,,,,,0,"Cook, Julie D",,,,,
COMD,7219,001,,53,,,,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,
COMD,7221,001,,16,,,1,,,,,,,,,,,,,0,"Carter, Jessica A",,,,,
COMD,7301,001,,18,,,,,,,,,,,,,,,,0,"Dean, Lucinda L",,,,,
COMD,7309,001,,13,3,1,1,,,,,,,,,,,,,0,"Hart, John",,,,,
COMD,7320,001,,10,3,,5,,,,,,,,,,,,,0,"Goffman, Lisa A",,,,,
COMD,7336,001,,11,,2,1,1,,,,,,,,,,,,0,"Rollins, Pamela R",,,,,
COMM,1311,001,21,27,12,8,4,3,,1,,2,,,,,,,,1,"Totusek, Patricia F","Gregory, Mona Y","Nash, Michelle A",,,
COMM,1311,002,,4,8,5,3,1,1,1,,,,,,,,,,0,"Baker, Barbara L",,,,,
COMM,1311,003,1,2,6,3,4,3,1,1,,,,,2,,,,,1,"Baker, Barbara L",,,,,
COMM,1311,004,13,9,1,,,,,,,1,,,,,,,,0,"Totusek, Patricia F",,,,,
COMM,1311,005,7,12,1,,3,,1,,,,,,,,,,,0,"Hartmann, Jonathan",,,,,
COMM,1311,006,20,2,1,1,,,,,,,,,,,,,,0,"Nyamandi, Varaidzo",,,,,
COMM,1311,0H1,3,12,7,1,,,,,,,,,,,,,,1,"Templeton, Allison A",,,,,
COMM,1311,0H2,5,5,4,2,2,3,,3,,,,,,,,,,0,"Templeton, Allison A",,,,,
COMM,1311,0H3,15,7,1,,1,,,,,,,,,,,,,0,"Davis, Letitia",,,,,
COMM,1311,0H4,11,8,1,1,1,1,,,1,,,,,,,,,0,"Davis, Letitia",,,,,
COMM,1311,0H5,6,6,5,3,3,,,1,,,,,,,,,,0,"Templeton, Allison A",,,,,
COMM,1311,0L1,,2,5,,1,1,1,1,1,,,,1,,,,,0,"Templeton, Allison A",,,,,
COMM,1311,0W1,1,6,7,3,4,1,,2,,,,,,,,,,0,"Totusek, Patricia F",,,,,
COMM,1311,0W2,3,8,3,3,3,,1,,,,,1,2,,,,,0,"Nash, Michelle A",,,,,
COMM,1311,0W3,11,7,1,,1,,,2,,,,,,,,,,2,"Tanner, Lari J",,,,,
COMM,1311,0W4,8,8,7,1,,,,,,,,,,,,,,0,"Tanner, Lari J",,,,,
COMM,1311,0W5,,4,3,2,3,2,2,1,3,,1,,1,,,,,2,"Williams, Alecia N",,,,,
COMM,1311,0W6,12,6,2,,1,,1,,,,1,,,,,,,0,"Vazzi, Lisa",,,,,
COMM,1311,0W7,9,5,,,3,,1,,,1,,,4,,,,,1,"Honea, Emily",,,,,
COMM,1311,5W5,12,2,3,3,,1,1,,,,,,1,,,,,1,"Nyamandi, Varaidzo",,,,,
COMM,1311,5W6,1,3,3,3,6,1,,,1,,,,5,,,,,1,"Williams, Alecia N",,,,,
COMM,1311,5W7,11,5,2,,1,,1,1,,,,,1,,,,,2,"Vazzi, Lisa",,,,,
COMM,1315,0H1,21,2,,,,,2,,,,,,,,,,,0,"Saenz, Michael A",,,,,
COMM,1315,0H2,14,2,1,1,2,,,,,,,,2,,,,,2,"Saenz, Michael A",,,,,
COMM,1315,0H3,2,12,2,1,1,1,,,,,,,,,,,,5,"Herndon, Scott",,,,,
COMM,1315,0H4,3,4,7,2,1,,1,1,1,,,1,3,,,,,0,"Aranda, Johnson",,,,,
COMM,1315,0H5,1,11,7,1,,,,2,,,,,,,,,,2,"Herndon, Scott",,,,,
COMM,1315,0H6,2,2,3,2,1,2,1,,2,,1,,3,,,,,3,"Aranda, Johnson",,,,,
COMM,1315,0H7,7,5,2,4,,,2,,,,,,3,,,,1,0,"Skiles, Bradley W",,,,,
COMM,1315,0H8,12,2,5,,1,,1,,,,,,2,,,,,1,"Skiles, Bradley W",,,,,
COMM,1315,0H9,1,3,5,3,3,2,1,1,,1,1,,2,,,,,0,"Bromberg, Mike",,,,,
COMM,1315,0W1,1,4,6,2,2,2,,,,,1,,2,,,,,3,"Bromberg, Mike",,,,,
COMM,1315,0W2,8,6,3,,1,2,2,,,,,,1,,,,,0,"Cannon, Charles",,,,,
COMM,1315,0W3,9,3,1,3,4,,,3,,,,,1,,,,,0,"Cannon, Charles",,,,,
COMM,1315,0W4,1,6,3,4,2,1,1,,1,,1,1,2,,,,,1,"Sluder, Jeanne",,,,,
COMM,3320,001,2,8,,,1,,,1,,,1,,1,,,,,0,"Lingo, Kathy A",,,,,
COMM,3351,001,,1,3,1,3,1,1,,,,,,,,,,,0,"Baker, Barbara L",,,,,
COMM,3353,001,2,5,3,2,5,,,,,,,,,,,,,0,"Totusek, Patricia F",,,,,
COMM,4314,001,5,4,3,3,,1,1,,,,,,,,,,,0,"King, Carie S",,,,,
COMM,4360,001,6,3,1,1,1,,,,,,,,,,,,,0,"King, Carie S",,,,,
CRIM,1301,001,7,7,11,4,5,7,2,1,,,,,,,,,,0,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,
CRIM,1301,0W1,,13,10,1,19,9,,19,9,,5,1,12,,,,,4,"Harris, Michelle N","Worrall, John L","Puddy, Haley N",,,
CRIM,1307,001,,22,14,10,10,3,5,4,,,2,,1,,,,,3,"Krajewski, Andrew","Wang, Wenyi",,,,
CRIM,1307,0W1,,14,18,6,12,5,2,6,,,3,,5,,,,,2,"Kovandzic, Tomislav","Escobedo, Allison E",,,,
CRIM,2306,0W1,22,4,13,14,1,,2,1,1,,,,1,,,,,1,"Rodriguez, Diana C",,,,,
CRIM,2313,0W1,2,3,6,7,7,3,7,2,4,3,1,1,11,,,,,1,"Gordon, Quinn T",,,,,
CRIM,2316,001,,23,11,2,1,,2,,,1,,,4,,,,,0,"Burton, Alexander","Hong, Sun Min",,,,
CRIM,2317,0W1,15,18,9,2,5,2,2,,1,,,,3,,,,,3,"Polk, Elmer O","Hull, Kerrie Ann",,,,
CRIM,3300,0W1,1,25,15,5,17,5,3,2,,,3,1,,,,,,1,"Worrall, John L","Manuel, Samantha A",,,,
CRIM,3301,001,16,7,4,2,,3,2,,2,,,,1,,,,,0,"Corey, Jessica",,,,,
CRIM,3302,0W1,17,11,3,,1,1,2,,,,,,1,,,,,1,"Polk, Elmer O","Hull, Kerrie Ann",,,,
CRIM,3303,001,8,10,6,5,2,2,,1,,,,,1,,,,,0,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,
CRIM,3309,001,11,11,8,3,2,1,,2,,1,1,,,,,,,0,"Geibler, Robert",,,,,
CRIM,3310,0W1,66,31,8,4,1,,2,,2,,,1,3,,,,,1,"Polk, Elmer O","Hull, Kerrie Ann",,,,
CRIM,3312,001,23,11,8,1,2,3,,,,,,,,,,,,0,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,
CRIM,3319,0W1,49,14,,4,2,5,1,,,,,1,1,,,,,2,"Polk, Elmer O","Hull, Kerrie Ann",,,,
CRIM,3326,001,,3,,7,8,1,2,1,1,,1,,,,,,,1,"Jacobs, Bruce A","Manuel, Samantha A",,,,
CRIM,4311,0W1,13,7,5,4,3,1,2,,2,1,,1,4,,,,,0,"Park, Yeonjae",,,,,
CRIM,4322,0H1,,5,8,5,6,3,1,1,,1,,1,4,,,,,1,"Vieraitis, Lynne M","Van Blarcum, Lauren N",,,,
CRIM,4336,0W1,12,68,1,,39,,,13,5,,2,,2,,,,,3,"Taylor, Robert W","Wilds, Katherine M",,,,
CRIM,4396,001,1,3,3,1,2,3,1,,1,,1,,2,,,,,1,"Dore, Gaetan",,,,,
CRIM,6301,001,,14,6,1,,,,,,,,,,,,,,0,"Lee, Yeungjeom",,,,,
CRIM,6303,001,,9,,3,,1,,1,,,,,,,,,,0,"Vieraitis, Lynne M",,,,,
CRIM,6381,001,,12,,,,,,,,,,,1,,,,,0,"Harris, Michelle N",,,,,
CRWT,2301,001,7,2,1,,1,,,,,,,,1,,,,,1,"Baker, Matthew W",,,,,
CRWT,2301,002,8,4,,1,,,,,1,,,,,,,,,1,"Momeniabdolabadi, Bahareh",,,,,
CRWT,2301,003,4,2,4,1,,2,,1,,,,,,,,,1,0,"Brazeal Garza, Lauren E",,,,,
CRWT,2301,004,9,3,,,,,,1,1,,,,,,,,,1,"Baker, Matthew W",,,,,
CRWT,2301,005,8,2,1,1,1,1,,,,,,,,,,,,0,"Momeniabdolabadi, Bahareh",,,,,
CRWT,2301,006,9,2,2,1,,,,,,,,,1,,,,,0,"Brazeal Garza, Lauren E",,,,,
CRWT,3306,001,9,3,1,,,,,,,,1,,,,,,,1,"Munoz-Hunt, Toni",,,,,
CRWT,3306,002,,15,,,,,,,,,,,,,,,,0,"Martinez, Manuel L",,,,,
CRWT,3308,001,,6,1,3,2,,,,,,,,,,,,,1,"Malesic, Jonathan",,,,,
CRWT,3330,501,,4,3,4,2,,,,,,,,,,,,,0,"Vincent, Shelby D",,,,,
CRWT,3351,501,3,4,1,1,,2,,,,,1,,,,,,,1,"Neal, Laura",,,,,
CRWT,3354,001,,11,2,1,,,,1,,,,,,,,,,0,"Goldberg, Paula",,,,,
CS,1134,101,13,7,,6,7,1,4,3,2,1,,1,4,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1134,601,18,15,3,,3,,,1,,1,,,5,,,,,3,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1134,602,15,16,3,3,2,1,,1,,,1,,4,,,,,1,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,101,27,14,6,5,5,1,1,4,2,1,,,3,,,,,2,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,102,33,10,6,4,3,3,5,,,,1,,10,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,103,18,9,1,1,5,1,,3,1,,,,10,,,,,2,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,104,33,6,6,4,3,1,1,1,1,,,,2,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,105,16,11,4,7,2,2,1,,,,2,1,4,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,106,38,11,10,1,5,1,,,,1,,,6,,,,,1,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,107,26,7,3,1,3,1,1,,,,3,,5,,,,,1,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,108,13,15,5,3,2,3,,1,1,1,1,1,6,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,109,54,19,3,4,6,2,1,2,,,1,,6,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,110,42,16,2,2,2,2,1,1,,1,2,,2,,,,,2,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,111,33,14,3,6,5,7,2,3,2,,1,3,13,,,,,5,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,112,29,16,7,4,2,,,2,3,2,1,,5,,,,,3,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,113,33,3,3,1,2,2,,,,2,1,1,3,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,116,33,2,3,1,2,,,2,,1,2,,1,,,,,1,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,117,25,9,3,2,4,2,2,1,1,1,,,2,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,602,30,6,2,2,1,2,1,1,,,,1,3,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,603,20,7,4,4,5,,,,1,,1,1,6,,,,,2,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1136,606,14,11,4,6,,3,,3,3,3,1,,3,,,,,2,"Doore, Karen L","Thompson, Laurie A",,,,
CS,1200,001,49,17,9,1,1,,,,,,2,2,1,,,,,0,"Christiansen, Michael G",,,,,
CS,1200,002,28,31,9,6,3,1,,,,,2,1,1,,,,,0,"Christiansen, Michael G",,,,,
CS,1200,004,2,7,8,23,8,7,9,3,2,2,2,1,1,,,,,0,"Chin, Wei-Pang",,,,,
CS,1200,005,41,20,10,5,2,1,,,,,1,,,,,,,0,"Christiansen, Michael G",,,,,
CS,1200,006,2,4,4,13,12,14,6,7,4,3,4,2,,,,,,1,"Chin, Wei-Pang",,,,,
CS,1200,009,1,7,19,28,16,15,16,4,10,3,2,3,1,,,,,3,"Chin, Wei-Pang",,,,,
CS,1200,0L1,1,17,6,5,19,,,6,,,,,2,,,,,1,"Cole, John",,,,,
CS,1200,0L2,,18,4,3,8,,,3,,,,,2,,,,,0,"Cole, John",,,,,
CS,1200,0L3,1,27,7,,16,,,4,,,,,1,,,,,2,"Cole, John",,,,,
CS,1200,501,3,11,31,25,23,15,10,3,3,1,2,,1,,,,,0,"Salazar, Elmer E",,,,,
CS,1200,502,3,5,19,25,19,26,12,7,1,3,3,1,2,,,,,1,"Chin, Wei-Pang",,,,,
CS,1200,503,3,13,28,39,18,9,19,9,5,5,4,5,,,,,,1,"Chin, Wei-Pang",,,,,
CS,1200,HON,,23,3,1,2,2,,,,,,,,,,,,0,"Cole, John",,,,,
CS,1324,001,5,2,3,1,1,,,1,,,,,3,,,,,0,"Feng, Ranran",,,,,
CS,1325,001,26,5,4,1,7,14,5,5,4,2,2,1,10,,,,,7,"Razo Razo, Miguel A",,,,,
CS,1325,002,5,14,11,8,14,13,7,8,3,2,1,,1,,,,1,5,"Ricks, Brian W",,,,,
CS,1334,001,20,6,8,1,2,2,1,1,1,,,,5,,,,,3,"Dollinger, Scott M",,,,,
CS,1334,002,12,3,9,5,3,7,5,4,,,1,,1,,,,,0,"Veerasamy, Jeyakesavan",,,,,
CS,1334,003,20,6,,8,3,,3,3,,,,,3,,,,,2,"Karrah, Shyam S",,,,,
CS,1335,001,9,13,8,4,5,14,1,1,4,2,,1,2,,,,,3,"Narayanasami, Priya",,,,,
CS,1335,002,5,16,8,6,6,4,4,5,4,,,,4,,,,,3,"Narayanasami, Priya",,,,,
CS,1336,001,4,8,11,6,4,3,2,5,,1,1,,5,,,,,2,"Narayanasami, Priya",,,,,
CS,1336,002,10,10,6,6,9,3,3,3,,5,,,13,,,,,2,"Arnold, Gordon L",,,,,
CS,1336,003,3,2,3,3,5,3,1,2,7,,2,1,5,,,,,3,"Le, Khiem V",,,,,
CS,1336,004,8,12,8,11,6,4,,,,,1,,2,,,,,0,"Dollinger, Scott M",,,,,
CS,1336,005,3,16,10,3,7,3,2,3,,,2,,1,,,,1,0,"Ricks, Brian W",,,,,
CS,1336,006,22,3,7,2,3,5,3,3,1,,,,3,,,,,0,"Srinivasan, Srimathi",,,,,
CS,1336,007,9,11,10,8,5,1,2,2,,,1,,2,,,,,1,"Dollinger, Scott M",,,,,
CS,1336,008,4,10,6,12,9,2,,5,,,1,,2,,,,1,0,"Ricks, Brian W",,,,,
CS,1336,009,22,26,8,7,1,3,10,5,4,4,1,1,7,,,,1,0,"Karrah, Shyam S",,,,,
CS,1336,010,10,29,12,7,8,5,1,3,1,,,,3,,,,,2,"Peterson, Erik A",,,,,
CS,1336,011,10,14,10,11,8,4,1,5,1,1,4,,14,,,,,6,"Arnold, Gordon L",,,,,
CS,1336,012,34,9,9,3,6,7,3,5,4,2,3,1,9,,,,,4,"Srinivasan, Srimathi",,,,,
CS,1336,013,2,14,9,3,3,2,2,,4,1,,2,,,,,,0,"Le, Khiem V",,,,,
CS,1336,0L1,4,6,8,10,11,7,2,1,,,,,2,,,,,0,"Dollinger, Scott M",,,,,
CS,1336,0L2,13,8,2,3,4,3,3,1,,3,,2,5,,,,,1,"Karrah, Shyam S",,,,,
CS,1336,0L3,1,4,3,2,8,5,1,2,1,,3,2,10,,,,,2,"Thompson, Laurie A",,,,,
CS,1336,502,,7,7,8,3,4,9,1,3,4,,,3,,,,,0,"Solanki, Nidhiben M",,,,,
CS,1336,503,5,11,7,4,8,1,15,11,,,2,,7,,,,,3,"Ramachandran, Ramana K",,,,,
CS,1337,0L1,,9,5,,5,,2,1,,,,1,4,,,,,16,"Smith, Jason W",,,,,
CS,1337,501,4,,2,1,6,5,1,3,2,3,1,1,5,,,,,11,"Le, Khiem V",,,,,
CS,1337,502,37,12,8,6,7,3,,6,,,1,,6,,,,1,7,"Becker, Eric W",,,,,
CS,1337,503,20,4,7,8,8,10,12,5,5,1,2,,12,,,,,6,"Razo Razo, Miguel A",,,,,
CS,2305,001,13,12,6,4,13,5,3,3,,1,,,1,,,,,1,"Feng, Ranran",,,,,
CS,2305,002,,2,2,3,8,3,3,5,4,6,4,6,8,,,,,3,"Ntafos, Simeon",,,,,
CS,2305,003,3,10,3,,7,4,1,5,,4,3,3,3,,,,,2,"Willson, James K",,,,,
CS,2305,004,12,13,8,6,6,2,2,1,,,,,2,,,,,0,"Erbatur, Serdar",,,,,
CS,2305,005,,1,3,4,6,8,11,8,5,3,,2,6,,,,,1,"Ntafos, Simeon",,,,,
CS,2305,006,1,5,8,5,8,5,6,9,3,,1,5,,,,,,4,"Chin, Wei-Pang",,,,,
CS,2305,007,23,13,9,4,5,1,2,1,,,,,1,,,,,0,"Erbatur, Serdar",,,,,
CS,2305,501,8,7,6,4,7,6,2,5,,1,1,,6,,,,,3,"Willson, James K",,,,,
CS,2305,502,2,11,6,7,8,3,1,4,,1,2,6,2,,,,,5,"Teo, Ka Yaw",,,,,
CS,2305,504,18,6,9,6,4,4,5,2,5,,,,1,,,,,1,"Bhat, Kong P",,,,,
CS,2305,5W1,24,14,9,6,5,4,,,,,,,,,,,,0,"Farage, Timothy P",,,,,
CS,2305,5W2,,,,2,13,9,4,6,2,1,2,,6,,,,,6,"Ntafos, Simeon",,,,,
CS,2305,HN1,5,6,5,4,7,,,,,,,,1,,,,1,1,"Bereg, Sergey","Li, Congzhou",,,,
CS,2335,001,2,7,2,1,,1,1,,1,1,1,,2,,,,,1,"Nguyen, Nhut",,,,,
CS,2336,001,7,9,21,12,6,3,6,1,1,5,,2,2,,,,,0,"Nouroz Borazjany, Mehra",,,,,
CS,2336,002,12,21,12,11,5,2,,,,,1,,1,,,,,3,"Ricks, Brian W",,,,,
CS,2336,003,11,17,5,3,7,2,3,2,,,3,1,3,,,,,8,"Smith, Jason W",,,,,
CS,2336,004,7,18,9,13,4,6,6,2,,,1,,4,,,,,2,"Veerasamy, Jeyakesavan",,,,,
CS,2336,005,6,19,5,8,10,14,7,1,,,,,3,,,,,1,"Veerasamy, Jeyakesavan",,,,,
CS,2336,006,4,7,5,4,,,1,2,,,,,2,,,,,2,"Chida, Anjum",,,,,
CS,2336,501,2,3,8,3,,4,6,12,,,6,,9,,,,,6,"Ramachandran, Ramana K",,,,,
CS,2336,502,3,24,16,8,16,2,2,4,,,,,1,,,,,1,"Khan, Ziaullah",,,,,
CS,2336,503,,9,1,3,21,2,1,8,,2,3,1,,,,,,4,"Belkoura, Mohamed Amine",,,,,
CS,2336,504,1,5,,2,19,4,,4,,,2,,1,,,,,2,"Belkoura, Mohamed Amine",,,,,
CS,2337,001,62,10,,3,1,2,,1,,,2,,,,,,,0,"Dollinger, Scott M",,,,,
CS,2337,002,34,10,4,3,4,1,1,3,,1,,2,6,,,,,11,"Smith, Jason W",,,,,
CS,2337,501,22,9,17,13,7,4,2,,1,,,,4,,,,,0,"Bhat, Kong P",,,,,
CS,2340,001,4,12,5,7,8,5,1,3,2,2,,,2,,,,,3,"Nguyen, Nhut",,,,,
CS,2340,002,21,7,8,3,5,2,2,4,4,,1,,4,,,,,1,"Karami, Gity",,,,,
CS,2340,005,3,9,13,13,5,8,7,1,,1,1,,,,,,,0,"Mazidi, Karen J",,,,,
CS,2340,006,1,5,7,2,12,,2,3,1,,,,5,,,,,21,"Cole, John",,,,,
CS,2340,501,4,17,10,11,3,4,2,2,,,1,,1,,,,,2,"Nguyen, Nhut",,,,,
CS,2340,502,7,5,3,,5,2,4,8,10,2,2,,3,,,,,3,"Zhao, Yi",,,,,
CS,2340,503,,18,8,4,11,6,5,8,,,,,1,,,,,2,"Jaffal, Wafa",,,,,
CS,2340,504,3,4,4,4,1,2,6,4,2,4,5,,1,,,,,3,"Zhao, Yi",,,,,
CS,3149,001,16,4,1,2,,2,,2,1,,,,,,,,,5,"Chitturi, Bhadrachalam",,,,,
CS,3162,051,,8,13,6,5,4,1,1,1,,1,,,,,,,1,"Chin, Wei-Pang",,,,,
CS,3162,052,21,8,10,2,,2,,,,1,,,,,,,,0,"DeGroot, Doug",,,,,
CS,3162,053,28,9,3,,1,,,,,,,,,,,,,0,"DeGroot, Doug",,,,,
CS,3162,054,22,12,8,2,1,,,,,,,,,,,,,0,"DeGroot, Doug",,,,,
CS,3162,055,31,,1,1,2,1,1,,,,,,,,,,,0,"Debroy, Vidroha",,,,,
CS,3162,091,,13,3,4,8,4,,4,2,,1,,1,,,,,2,"Chin, Wei-Pang",,,,,
CS,3162,092,2,5,3,7,5,11,1,1,1,,1,,2,,,,,1,"Salazar, Elmer E",,,,,
CS,3162,093,26,7,3,3,2,,,,,,,,,,,,,0,"DeGroot, Doug",,,,,
CS,3162,555,47,14,7,2,2,,,,,,,,,,,,,1,"Debroy, Vidroha",,,,,
CS,3162,595,57,8,2,1,2,,,1,,,1,,2,,,,,0,"Debroy, Vidroha",,,,,
CS,3305,001,8,16,8,5,6,4,7,10,,1,2,2,1,,,,,10,"Jue, Jason",,,,,
CS,3305,002,4,10,16,18,9,2,4,8,,,,,2,,,,,5,"Chitturi, Bhadrachalam",,,,,
CS,3305,003,1,17,10,8,6,4,1,,,,,,,,,,1,0,"Davis, Chris I",,,,,
CS,3305,004,3,16,5,23,9,3,,10,3,,,,1,,,,,1,"Satpute, Meghana N",,,,,
CS,3305,005,5,24,15,8,9,6,5,5,,,,,2,,,,,0,"Satpute, Meghana N",,,,,
CS,3305,006,19,2,11,6,6,11,1,1,,,,,1,,,,,0,"Chitturi, Bhadrachalam",,,,,
CS,3305,007,4,15,8,8,19,6,5,6,2,,,,6,,,,,1,"Satpute, Meghana N",,,,,
CS,3305,501,9,13,9,13,9,3,2,11,,,2,1,3,,,,,5,"Willson, James K",,,,,
CS,3341,001,25,26,15,10,12,4,5,5,4,1,1,,,,,,,2,"Lutz, Kevin C","Fuksman, Lirit",,,,
CS,3341,003,20,11,15,13,14,5,5,1,3,,1,,2,,,,1,1,"Jiang, Shengjie","Brakefield, Bryn M",,,,
CS,3341,004,14,19,11,6,11,6,6,4,1,1,1,,1,,,,,1,"Jiang, Shengjie","Zhu, Weixi",,,,
CS,3341,005,5,6,8,7,10,9,2,7,3,4,,,6,,,,,1,"Jiang, Shengjie","Zhu, Weixi",,,,
CS,3341,006,12,11,17,13,13,5,6,2,3,,,,1,,,,,1,"Lutz, Kevin C","Sajal, Ibrahim Hossain",,,,
CS,3341,0W1,10,3,9,9,10,9,10,11,6,13,1,,6,,,,1,2,"Haas, Zygmunt J",,,,,
CS,3341,HON,14,3,2,,,,1,,,,,,,,,,,0,"Chandra, Noirrit","Li, Jiacheng",,,,
CS,3345,001,4,10,15,8,5,5,3,1,,,,,,,,,,3,"Ozbirn, Greg A",,,,,
CS,3345,002,19,6,4,5,7,1,,5,,,,,1,,,,,2,"Hamdy, Omar",,,,,
CS,3345,003,11,15,9,8,4,3,2,2,3,,,,1,,,,,3,"Karami, Gity",,,,,
CS,3345,004,25,10,6,1,1,2,,6,,,,,1,,,,,1,"Hamdy, Omar",,,,,
CS,3345,005,3,5,6,2,1,,4,5,,,1,,4,,,,1,3,"Zhao, Yi",,,,,
CS,3345,501,1,5,11,3,6,6,4,4,,,,,2,,,,1,2,"Khan, Ziaullah","Kamal, Minhas",,,,
CS,3345,502,3,5,12,6,2,4,2,2,,,,,4,,,,,3,"Khan, Ziaullah",,,,,
CS,3345,503,1,12,9,8,11,8,3,2,1,,,,,,,,,0,"Ozbirn, Greg A",,,,,
CS,3345,505,3,3,4,5,4,3,4,1,3,1,2,,3,,,,,3,"Zhao, Yi",,,,,
CS,3345,HON,4,11,3,3,1,,2,,,,,,,,,,,0,"Fox, Kyle J",,,,,
CS,3354,001,,22,12,11,17,3,2,,,,,,,,,,,2,"Cankaya, Ebru C",,,,,
CS,3354,002,2,5,18,9,12,4,7,2,,1,,,,,,,,1,"Paulk, Mark C",,,,,
CS,3354,003,4,8,1,7,7,4,1,1,1,,1,,1,,,,,0,"Marcus, Andrian",,,,,
CS,3354,004,1,20,9,11,13,,,1,,,,,,,,,,0,"Cankaya, Ebru C",,,,,
CS,3354,005,18,10,7,2,1,2,,,2,1,,,,,,,,0,"Srinivasan, Srimathi",,,,,
CS,3354,006,1,6,11,12,6,2,,,,,,,,,,,,1,"Narayanasami, Priya",,,,,
CS,3354,007,1,14,22,6,8,11,1,,,,,1,,,,,,1,"Narayanasami, Priya",,,,,
CS,3354,008,,7,16,2,2,2,3,1,1,,,,1,,,,,1,"Srinivasan, Srimathi",,,,,
CS,3354,009,1,9,13,5,7,3,1,,3,1,,,,,,,,0,"Srinivasan, Srimathi",,,,,
CS,3354,501,2,9,13,16,10,3,3,4,1,,,,,,,,,0,"Paulk, Mark C",,,,,
CS,3354,HON,7,1,4,,,,,1,,,,,,,,,,0,"Marcus, Andrian",,,,,
