Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CHEM,2123,606,19,7,3,,,,1,,,,,,,,,,0,"Jaggi, Neelam","Haque, Syed Fahad Bin",,,,
CHEM,2125,101,12,9,4,,,1,1,,,,,,,1,,,1,"Panangala, Samitha D","Bhadran, Abhi",,,,
CHEM,2125,102,9,13,4,3,,,,1,,,,,,,,,0,"Gunawardhana, Kahawatte Gedara","Boardman, Samuel",,,,
CHEM,2125,103,11,8,1,4,2,,2,,,,,,,,,,1,"Tran, Daniel N","Abbas, Muhammad",,,,
CHEM,2125,104,12,8,4,3,,,,,,,,,,1,,,1,"Cortes, Sergio J","Abbas, Muhammad",,,,
CHEM,2125,105,6,10,3,2,,1,1,,,1,1,,2,1,,,2,"Tran, Daniel N","Bhadran, Abhi",,,,
CHEM,2125,106,4,7,4,4,2,3,1,,,,,,,,,,1,"Jaggi, Neelam","Boardman, Samuel",,,,
CHEM,2125,107,3,18,1,3,1,,1,,,,,,1,,,,2,"Wijenayake, Sumudu N","Bhadran, Abhi",,,,
CHEM,2125,108,4,8,1,1,1,1,,1,1,,,,,,,,3,"Panangala, Samitha D","Abbas, Muhammad",,,,
CHEM,2127,HN1,19,1,,,,,,,,,,,,,,,2,"Thompson, Christina M","Boardman, Samuel",,,,
CHEM,2323,001,42,27,12,13,9,8,8,3,3,2,1,,3,6,1,,7,"Wijenayake, Sumudu N","Hoang, David T",,,,
CHEM,2323,002,38,40,11,17,9,4,4,3,1,3,1,,1,3,3,,7,"Panapitiya, Nimanka P",,,,,
CHEM,2323,003,23,32,16,8,14,10,4,8,3,4,,,2,9,4,,9,"Gassensmith, Jeremiah J","Lumata, Jenica",,,,
CHEM,2323,004,25,50,5,17,12,9,4,2,5,,3,,1,3,7,,3,"Stefan, Mihaela C","Udamulle Gedara, Chinthaka Mahesh","Ma, Ziyuan","Gunawardhana, Kahawatte Gedara","Taslimy, Somayeh",
CHEM,2323,005,45,43,7,9,5,12,6,3,3,1,1,,1,3,2,,5,"Panapitiya, Nimanka P",,,,,
CHEM,2323,006,6,8,3,3,4,4,3,4,4,,2,1,,2,1,,7,"Ahn, Jung-Mo","Hoang, David T",,,,
CHEM,2323,007,19,38,11,12,15,7,9,4,6,3,1,,1,5,,,17,"Novak, Bruce M","Lumata, Jenica",,,,
CHEM,2323,501,7,5,5,4,3,5,2,4,2,2,,,1,5,5,,15,"Tran, Daniel N",,,,,
CHEM,2325,001,12,37,10,35,2,8,9,3,4,4,3,,1,9,6,,6,"Thompson, Christina M",,,,,
CHEM,2325,501,4,13,6,12,9,14,5,1,5,6,1,,3,6,2,,11,"Cortes, Sergio J",,,,,
CHEM,2327,HN1,,10,2,5,1,,,,1,,,,,2,,,2,"Biewer, Michael C",,,,,
CHEM,2401,001,3,4,2,3,,1,2,2,,1,,,2,2,2,,1,"Dissanayake, Dushanthi S","Tian, Yafen",,,,
CHEM,2401,002,1,6,3,3,5,1,1,,,,,,1,1,,,2,"Pantano, Paul","Perera, Alahendra Arachchige Sachini .",,,,
CHEM,2401,003,4,2,2,3,1,2,1,1,,,,,1,2,,,1,"Stelling, Allison","Remy, Ashele K",,,,
CHEM,2401,004,1,5,3,4,5,1,1,,,,,,,2,,,1,"Pantano, Paul","Kyrk, Trent M",,,,
CHEM,3321,001,19,13,8,19,14,10,2,2,,,1,,1,6,1,,4,"Nielsen, Steven","Torabifard, Hedieh","Mills, Kira R",,,
CHEM,3322,001,3,7,6,3,9,1,3,2,,,4,,3,4,,,8,"Nielsen, Steven","Yan, Qing",,,,
CHEM,3341,001,,33,3,,2,1,,,,,1,,2,,1,,5,"Chan, Julia Y","Ortega, Juan L",,,,
CHEM,3361,001,5,10,8,2,3,2,1,1,,1,,,2,3,1,,2,"Spiro, Stephen","Meloni, Gabriele","Kuo, Yiru","Miller, Edmund A","Curtis, Rose M","Falah, Rafah M"
CHEM,3361,002,,15,13,7,2,4,2,2,1,5,1,,,2,1,,4,"Gavva, Sandhya R","Falah, Rafah M","Curtis, Rose M","Zeito, Sania","Wright, Katherine A","Soladogun, Adedamola S"
CHEM,3362,001,,2,1,,5,3,1,,2,1,,,,4,,,1,"Candas, Mehmet","Dejong, Jeff L",,,,
CHEM,3471,001,2,5,,2,1,1,1,,,,,,,,,,2,"Ferraris, John","Smaldone, Ronald A","Udamulle Gedara, Chinthaka Mahesh","Garcia, Juan A",,
CHEM,3471,002,,9,,,,,,,,,,,2,,,,1,"Smaldone, Ronald A",,,,,
CHEM,3472,001,,3,4,,2,4,1,,1,,,1,1,1,,,1,"Goux, Warren J","Shafie, Arefeh","Sheybani, Simin","Ahrari, Samira","Siddiki, A K M Nur Alam","Wang, Hanghang"
CHEM,3472,002,2,10,,2,4,,1,1,,,,,,3,1,,1,"Hashami, Zohreh","Sheybani, Simin","Siddiki, A K M Nur Alam","Ahrari, Samira","Shafie, Arefeh",
CHEM,3472,003,2,6,5,1,3,1,1,,2,,,,,1,,,4,"Qin, Yanping","Ahrari, Samira","Shafie, Arefeh","Sheybani, Simin","Siddiki, A K M Nur Alam","Wang, Hanghang"
CHEM,3472,004,,2,,1,6,,,,1,,,1,1,2,,,5,"Goux, Warren J","Shafie, Arefeh","Sheybani, Simin","Ahrari, Samira","Siddiki, A K M Nur Alam","Wang, Hanghang"
CHEM,5331,501,,8,6,6,6,2,,1,,,,,,,,,0,"Welin, Eric R",,,,,
CHEM,5341,001,,7,6,5,10,2,,,,,,,,,,,0,"Balkus, Kenneth",,,,,
CHEM,5355,001,,24,1,1,5,,,3,,,,,1,,,,0,"Zheng, Jie",,,,,
CHEM,5361,001,,13,,,6,,,,,,,,,,,,0,"D'Arcy, Sheena","Olaluwoye, Oladimeji S",,,,
CHEM,6100,001,,,,,,,,,,,,,,,,94,0,"Dodani, Sheel C",,,,,
CHIN,1311,001,6,5,2,2,,,,,,,,,,,,,0,"Chen, Bei",,,,,
CHIN,1311,002,8,2,2,,1,,,,,,,,,,1,,4,"Zhang, Lei",,,,,
CHIN,1312,001,12,8,2,,,,,1,,,,,,,,,0,"Chen, Bei",,,,,
CHIN,2312,001,13,,,,,1,,,,,,,,,,,0,"Chen, Bei",,,,,
CLDP,3303,001,19,30,8,5,5,1,1,1,,,,,1,,,,1,"Evans, Julia L","Berglund-Barraza, Amy",,,,
CLDP,3310,001,,49,1,,5,2,,,,,1,,1,,1,,0,"Touchstone, Emily W","Poudel, Sonali",,,,
CLDP,3310,501,,12,6,,3,1,,,,,,,,,,,1,"Bonner, Deborah L","Hafiz, Mariam",,,,
CLDP,3332,001,2,30,16,7,10,10,,4,,,1,1,4,3,,,4,"Holub, Shayla C",,,,,
CLDP,3336,001,,2,1,2,1,,1,,2,,,,,,1,,0,"Atchison, Kristin J",,,,,
CLDP,3339,001,,14,3,,6,,1,2,1,,,,,,,,0,"Huxtable-Jester, Karen J",,,,,
CLDP,3342,501,,12,10,2,5,,,1,,,,,,3,,,0,"Smith, Olivia","De La Cerda, Callie B",,,,
CLDP,3362,001,,15,,,7,,,4,,,,,,1,,,0,"Grant, Meridith G","Alghamdi, Saad A",,,,
CLDP,3362,002,4,18,,1,20,,,6,,,1,,2,5,1,,1,"Mills, Candice M","Gryder, Kieth",,,,
CLDP,3394,001,,17,,,1,,,1,,,,,1,1,,,1,"Grant, Meridith G",,,,,
CLDP,4344,001,1,3,5,2,4,2,4,,,,,,1,4,,,0,"Swanson, Meghan R","Wu, Dennis",,,,
CLDP,4347,001,1,9,8,4,7,1,,1,,,,,,1,1,,0,"Nelson Taylor, Jackie A","Li, Yue",,,,
COMD,6221,001,,14,8,3,1,,,1,,,,,,,,2,0,"Shembel, Adrianna C",,,,,
COMD,6222,001,,74,,,,,,,,,,,,,,,0,"Lougeay, Janice",,,,,
COMD,6240,001,,34,,,1,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,
COMD,6305,001,,,,,,,,,,,,,,,,18,0,"Katz, William","Moustafa, Rana",,,,
COMD,6307,001,,13,,,,,,,,,,,,,,,0,"Maguire, Mandy",,,,,
COMD,6308,001,,70,,,2,,,,,,,,,,,1,0,"Rich, Judith B","Melamed, Tina",,,,
COMD,6320,001,,69,,,,,,,,,,,,,,,0,"Aldridge, Michelle A","Kenedi, Helen",,,,
COMD,6377,001,,68,,,,,,,,,,,,,,,0,"Kenedi, Helen","Sale, Felicity F",,,,
COMD,6378,001,,37,,,2,,,,,,,,,,,1,0,"Dean, Lucinda L","Sale, Felicity F",,,,
COMD,6V09,001,,26,,,,,,,,,,,,,,,0,"Aldridge, Michelle A",,,,,
COMD,7204,501,,40,,,,,,,,,,,1,,,5,0,"Cook, Julie D",,,,,
COMD,7219,001,,50,,,,,,,,,,,,,,3,0,"Touchstone, Emily W","Eppes, Anna A",,,,
COMD,7221,001,,10,,,1,,,,,,,,,,,,0,"Carter, Jessica A",,,,,
COMD,7301,001,,43,,,,,,,,,,,,,,,0,"Dean, Lucinda L",,,,,
COMD,7309,001,,4,3,,,1,,,,,,,,,,4,0,"Hart, John",,,,,
COMD,7336,001,,9,1,,,,,,,,,,,,,,0,"Rollins, Pamela R",,,,,
COMD,7V82,001,,12,,1,3,,,,,,,,,,,1,0,"Goffman, Lisa A",,,,,
COMM,1311,001,1,4,2,3,3,2,2,2,,,1,,1,2,,,1,"Baker, Barbara L",,,,,
COMM,1311,002,1,7,5,2,,2,3,,,,,,1,2,1,,0,"Baker, Barbara L",,,,,
COMM,1311,003,1,8,4,3,4,,1,,1,,,,,,1,,0,"Totusek, Patricia F",,,,,
COMM,1311,004,10,6,3,2,,,,,,,,,1,,1,,1,"Arnold, Bob",,,,,
COMM,1311,005,7,4,6,3,1,,,,1,,,,,1,,,1,"Arnold, Bob",,,,,
COMM,1311,006,7,6,2,4,1,2,,,,,,,1,,1,,0,"Totusek, Patricia F",,,,,
COMM,1311,0H1,17,4,,,,,,,,,,,,,,,3,"Davis, Letitia",,,,,
COMM,1311,0H2,16,1,1,1,,,,,,,,,1,1,,,0,"Hanson, Jocyln Y",,,,,
COMM,1311,0H3,10,2,4,1,2,,,,,,,,,1,,,1,"Williams, Alecia N",,,,,
COMM,1311,0H4,20,1,,,,,,,,,,,2,,1,,0,"Hanson, Jocyln Y",,,,,
COMM,1311,0H6,3,8,4,2,3,,,,,,,,1,1,,,2,"Baker, Barbara L",,,,,
COMM,1311,0H7,4,1,3,3,3,,1,2,,,,,,2,,,1,"Nash, Michelle A",,,,,
COMM,1311,0H8,7,5,2,3,1,1,,,,,,,2,1,,,2,"Nash, Michelle A",,,,,
COMM,1311,0H9,8,8,2,1,1,,,1,,,,,,,,,0,"Nyamandi, Varaidzo",,,,,
COMM,1311,0W1,6,8,5,1,1,,,,,,,,,1,,,0,"Gregory, Mona Y",,,,,
COMM,1311,0W2,14,5,2,1,1,,,,,,,,,,1,,0,"Gregory, Mona Y",,,,,
COMM,1311,0W3,11,5,,,1,1,1,1,,,,,1,,,,2,"Honea, Emily",,,,,
COMM,1311,0W7,8,4,3,3,,,,,,,,,,1,,,3,"Tanner, Lari J",,,,,
COMM,1311,0W8,12,6,3,,1,,,,,,,,,,,,2,"Tanner, Lari J",,,,,
COMM,1311,0W9,3,12,4,2,,,,,1,,,,,1,,,0,"Templeton, Allison A",,,,,
COMM,1311,501,2,4,2,,2,1,2,1,,,,,2,1,3,,2,"Hoffmann, John",,,,,
COMM,1311,5H1,11,5,2,,2,,,,,,,,2,1,1,,0,"Nyamandi, Varaidzo",,,,,
COMM,1311,5H2,5,8,2,2,2,,,,,,,,1,2,1,,0,"Mills, Brandon",,,,,
COMM,1311,5H3,,5,3,4,,3,,1,,1,1,,2,1,,,3,"Cox, Chauncey",,,,,
COMM,1311,5H7,14,1,3,1,1,,,,,,,,1,1,,,0,"Mills, Brandon","Moss, Daniel J",,,,
COMM,1311,5H8,4,10,1,2,1,,,,,,,1,,1,,,0,"Aranda, Johnson","Moss, Daniel J",,,,
COMM,1311,5H9,3,3,7,1,3,,,,,,,,1,3,1,,0,"Hoffmann, John",,,,,
COMM,1311,5W1,4,7,3,3,2,3,,,,,,,,,,,0,"Templeton, Allison A",,,,,
COMM,1311,5W2,3,12,4,,4,,,1,,,,,,,,,0,"Totusek, Patricia F",,,,,
COMM,1311,5W3,10,4,1,2,1,,,,1,,,,,1,,,2,"Vazzi, Lisa",,,,,
COMM,1311,5W4,9,7,1,1,,1,,,,,,,,,,,1,"Vazzi, Lisa",,,,,
COMM,1311,5W5,14,5,,,1,1,,,,,,,,,,,1,"Juarez, Veronica",,,,,
COMM,1311,5W6,3,10,6,1,1,,,,,,,,1,1,,,0,"Totusek, Patricia F",,,,,
COMM,1311,5W7,15,6,,2,1,,,,,,,,,,,,0,"Juarez, Veronica",,,,,
COMM,1311,5W8,15,4,3,,,,,,,,,,1,1,,,0,"Davis, Letitia",,,,,
COMM,1311,5W9,12,6,3,1,,,1,,,,,,1,,,,0,"Honea, Emily",,,,,
COMM,1315,0H1,13,7,,1,1,,,1,,,,,,,,,1,"Saenz, Michael A",,,,,
COMM,1315,0H2,16,5,,,,,,,,,,,,,1,,0,"Saenz, Michael A",,,,,
COMM,1315,0H3,,3,1,1,3,,2,,,1,,,2,,,,1,"Templeton, Allison A",,,,,
COMM,1315,0H4,7,6,7,1,,,,,1,,,,,1,,,1,"Templeton, Allison A",,,,,
COMM,1315,0H5,2,3,5,5,2,,2,,,,,1,,,,,1,"Aranda, Johnson",,,,,
COMM,1315,0H9,7,10,1,2,2,1,,,,,,,,,,,0,"Cannon, Charles",,,,,
COMM,1315,0W1,1,9,2,3,1,1,1,,,,,,1,,,,4,"Baynham, Karen M",,,,,
COMM,1315,0W2,2,4,2,1,1,,,,,,,,3,,,,1,"Baynham, Karen M",,,,,
COMM,1315,0W3,1,2,1,4,1,1,2,,,1,,,2,1,,,4,"Warren, Jason L",,,,,
COMM,1315,5H1,5,8,3,1,1,1,,,,,,,1,1,,,0,"Skiles, Bradley W",,,,,
COMM,1315,5H3,8,5,1,4,,1,,,,1,,,,1,3,,0,"Skiles, Bradley W",,,,,
COMM,1315,5H4,6,7,5,2,1,,1,,,,,,1,,1,,0,"Cannon, Charles",,,,,
COMM,3342,001,3,4,,,1,,,2,1,,,,1,,,,3,"King, Carie S",,,,,
COMM,3351,001,,2,5,2,3,,1,,,,,,,,,,2,"Baker, Barbara L",,,,,
COMM,4314,001,1,7,2,1,1,,,,,,1,,,,,,0,"King, Carie S",,,,,
CRIM,1301,001,,6,14,2,9,6,1,6,2,4,,,1,1,,,3,"Harris, Michelle N","Park, Yeonjae","Sanil Mannumood, Merin",,,
CRIM,1301,0W1,28,36,16,3,2,1,1,1,1,,,,2,1,,,2,"Polk, Elmer O","Corey, Jessica",,,,
CRIM,1307,002,5,15,12,11,2,1,1,2,1,,,,2,,1,,5,"Hayslip, Melissa P","Wilds, Katherine M",,,,
CRIM,1307,0W1,1,24,10,3,14,3,3,5,1,,3,,6,4,2,,1,"Kovandzic, Tomislav","Sanil Mannumood, Merin",,,,
CRIM,2313,0W1,,24,1,,9,,1,8,,,1,,1,1,,,6,"Taylor, Robert W","Corey, Jessica",,,,
CRIM,2316,001,14,12,2,1,3,1,1,1,1,,1,1,4,,,,4,"Polk, Elmer O","Corey, Jessica",,,,
CRIM,2317,001,5,5,8,7,2,3,2,1,1,,1,,2,1,,,2,"Hayslip, Melissa P","Wilds, Katherine M",,,,
CRIM,3300,0W1,3,25,16,8,18,3,2,1,3,,,,3,2,,,2,"Worrall, John L","Sanford, Stephanie M",,,,
CRIM,3301,001,5,3,6,6,3,3,4,1,3,3,1,,4,,1,,2,"Hayslip, Melissa P",,,,,
CRIM,3302,001,2,17,,5,5,,3,1,,2,,,,1,,,0,"Derlic, Dragana",,,,,
CRIM,3303,001,12,10,4,3,3,5,,,,2,,,2,1,,,0,"Gammell, Sarah P","Wilds, Katherine M",,,,
CRIM,3310,001,33,11,3,,3,1,,,,1,,,2,,1,,0,"Polk, Elmer O","Hamer, Karen",,,,
CRIM,3319,001,51,15,3,2,3,4,2,,1,,,,2,,,,0,"Polk, Elmer O","Hamer, Karen",,,,
CRIM,3323,0W1,,10,2,4,17,6,7,9,3,1,5,,1,4,1,,4,"Kovandzic, Tomislav","Riddell, Jordan R",,,,
CRIM,3324,0W1,10,21,6,8,7,3,3,2,4,,2,,,1,,,0,"Gammell, Sarah P",,,,,
CRIM,3326,001,1,4,3,6,8,5,4,,3,,,1,1,3,,,2,"Jacobs, Bruce A","Sanders, Whitney S","Park, Yeonjae",,,
CRIM,3327,0W1,16,21,10,4,9,2,2,,,1,,,3,1,,,1,"Gammell, Sarah P","Wilds, Katherine M",,,,
CRIM,4311,001,1,4,1,6,6,2,3,,,,,,1,,,,0,"Yim, Haneul",,,,,
CRIM,4322,0H1,,2,2,8,5,4,2,6,,,1,,,,,,0,"Vieraitis, Lynne M","Riddell, Jordan R","Hamer, Karen",,,
CRIM,4336,0W1,6,57,3,,22,2,,6,2,,2,,1,,,,8,"Taylor, Robert W","Sanford, Stephanie M",,,,
CRIM,4396,002,,14,3,1,2,2,,1,,,,,1,1,,,1,"Boots, Denise P","Mutesi, Mireille",,,,
CRIM,6300,501,,5,3,4,2,,1,,,,,,1,,,,2,"Worrall, John L",,,,,
CRIM,6301,001,,2,4,10,2,2,,,,,,,1,,,,1,"Fass, Simon",,,,,
CRIM,6303,001,,2,5,6,4,,,,,,,,,,,,2,"Vieraitis, Lynne M",,,,,
CRWT,2301,001,,12,,,,,,,,1,,,,1,1,,0,"Balasa, Alexandra",,,,,
CRWT,2301,002,3,3,3,,,1,1,,1,,,,,1,,,1,"Leverone, Julia",,,,,
CRWT,2301,003,4,4,3,2,1,,,,1,,,,,,,,0,"Wright, Adam M",,,,,
CRWT,2301,004,8,3,1,2,,,,,,,,,,,,,0,"Field, Amanda C",,,,,
CRWT,2301,501,2,5,3,,,3,,,,,,2,,,,,0,"Neal, Laura",,,,,
CRWT,2301,502,6,2,2,,,1,,,,,,,,,,,1,"Ocasio-Russe, Lizbette",,,,,
CRWT,3306,001,1,4,2,1,3,,,2,,,,,,,1,,0,"Greene, Kendra",,,,,
CRWT,3306,002,,11,1,1,,,,,,,,,1,,,,0,"Martinez, Manuel L",,,,,
CRWT,3308,001,1,8,1,,1,,,3,,,,,,1,,,0,"Greene, Kendra",,,,,
CRWT,3351,001,7,4,,,,3,,,,,,,1,,,,0,"Leverone, Julia",,,,,
CRWT,3354,501,,4,8,1,,,,2,,,,,,,,,0,"Goldberg, Paula",,,,,
CS,1134,101,32,4,2,1,1,,,3,,,,,2,,,,4,"Doore, Karen L",,,,,
CS,1134,601,59,5,,,1,,1,1,,,2,1,1,,1,,3,"Doore, Karen L",,,,,
CS,1134,602,30,1,1,1,2,2,1,,2,,1,,6,1,,,8,"Doore, Karen L",,,,,
CS,1136,101,28,7,1,2,3,3,1,2,,,3,,7,1,1,,5,"Doore, Karen L",,,,,
CS,1136,102,36,10,3,3,1,,2,,,,1,,4,,1,,4,"Doore, Karen L",,,,,
CS,1136,103,33,8,4,4,2,1,2,,1,,1,,5,,1,,2,"Doore, Karen L",,,,,
CS,1136,104,42,6,8,2,1,,,1,1,,,,3,,,,2,"Doore, Karen L",,,,,
CS,1136,106,45,3,2,3,2,4,,,2,,,,4,1,,,0,"Doore, Karen L",,,,,
CS,1136,107,34,5,4,3,3,,1,,,,2,,6,1,3,,3,"Doore, Karen L",,,,,
CS,1136,108,27,8,2,2,4,1,6,,2,,2,,6,,3,,2,"Doore, Karen L",,,,,
CS,1136,109,42,7,4,,2,1,,,2,,,,3,,,,2,"Doore, Karen L",,,,,
CS,1136,110,56,2,,1,1,,2,2,1,,,,1,1,,,1,"Doore, Karen L",,,,,
CS,1136,111,46,1,5,5,4,1,,,2,,,,3,,,,0,"Doore, Karen L",,,,,
CS,1136,112,31,5,3,2,3,3,1,,2,,,,5,2,1,,8,"Doore, Karen L",,,,,
CS,1136,113,25,5,7,5,2,,,3,1,,2,,6,,1,,5,"Doore, Karen L",,,,,
CS,1136,114,29,3,3,1,2,1,2,4,1,,2,,11,1,,,5,"Doore, Karen L",,,,,
CS,1136,115,37,6,6,1,2,1,1,2,,,,,3,3,1,,2,"Doore, Karen L",,,,,
CS,1136,118,37,5,5,1,4,3,2,,3,,,,6,,,,1,"Doore, Karen L",,,,,
CS,1200,001,19,22,11,7,2,2,,,,,1,,1,3,,,0,"Christiansen, Michael G",,,,,
CS,1200,002,29,23,6,1,3,,,,1,,,2,2,1,,,0,"Christiansen, Michael G",,,,,
CS,1200,005,26,22,4,4,4,2,,,,,,,1,1,,,0,"Christiansen, Michael G",,,,,
CS,1200,006,,35,4,,17,,,1,,,,,3,,,,3,"Cole, John",,,,,
CS,1200,007,,36,3,,14,,,1,,,1,,2,,,,5,"Cole, John",,,,,
CS,1200,009,11,22,12,6,7,2,1,,1,,,,2,1,1,,0,"Arnold, Gordon L",,,,,
CS,1200,010,5,20,19,7,2,1,,,1,,,,4,4,2,,2,"Arnold, Gordon L",,,,,
CS,1200,011,,32,5,,15,1,,3,,,2,,1,1,,,2,"Cole, John",,,,,
CS,1200,014,31,15,2,3,2,,,1,,,1,,,,,,0,"Smith, Klyne",,,,,
CS,1200,015,,6,9,7,11,8,5,5,3,,2,,1,10,,,0,"Chin, Wei-Pang",,,,,
CS,1200,016,37,12,2,,2,1,1,,,,,,,,,,0,"Smith, Klyne",,,,,
CS,1200,502,3,19,16,5,7,2,1,,,1,,,,,,,0,"Salazar, Elmer E",,,,,
CS,1200,HON,12,13,4,1,1,,,,,,,,,,,,0,"Page, Ivor",,,,,
CS,1324,001,7,9,2,6,5,3,1,3,1,1,1,,2,2,,,1,"Feng, Ranran",,,,,
CS,1325,001,35,7,7,7,4,2,1,,1,,,,4,2,2,,23,"Razo Razo, Miguel A",,,,,
CS,1325,002,7,22,15,11,12,2,7,4,2,,1,,2,6,1,,2,"Paulk, Mark C",,,,,
CS,1334,001,6,6,14,2,4,2,2,,2,2,1,2,4,,,,4,"Srinivasan, Srimathi",,,,,
CS,1334,002,18,12,13,7,9,3,1,1,,1,1,,3,2,2,,3,"Veerasamy, Jeyakesavan",,,,,
CS,1334,003,3,4,4,3,5,9,5,1,3,1,1,2,7,,,,9,"Srinivasan, Srimathi",,,,,
CS,1335,001,13,9,9,2,5,4,,4,2,,,1,1,4,2,,2,"Narayanasami, Priya",,,,,
CS,1335,002,20,11,9,4,3,2,2,4,4,,,3,2,,,,5,"Narayanasami, Priya",,,,,
CS,1336,001,19,6,9,1,3,3,1,2,1,,2,1,6,5,2,,5,"Veerasamy, Jeyakesavan",,,,,
CS,1336,002,4,8,7,4,5,1,3,2,1,2,3,,2,10,9,,4,"Arnold, Gordon L",,,,,
CS,1336,003,4,11,8,4,9,4,1,2,,2,,1,3,7,6,,4,"Shields, Charles O",,,,,
CS,1336,004,4,10,6,10,10,5,1,,3,1,,,3,7,5,,2,"Le, Khiem V",,,,,
CS,1336,006,4,11,9,11,4,4,3,,4,,1,1,1,5,6,,3,"Le, Khiem V",,,,,
CS,1336,007,20,18,12,2,5,1,3,,,,,,2,1,1,,2,"Dollinger, Scott M",,,,,
CS,1336,008,2,10,7,2,6,2,4,4,5,2,2,,5,6,7,,2,"Thompson, Laurie A",,,,,
CS,1336,009,38,6,8,2,2,,,3,,1,,1,3,,1,,1,"Veerasamy, Jeyakesavan",,,,,
CS,1336,010,5,15,16,9,7,2,1,,1,,,,2,7,,,4,"Shields, Charles O",,,,,
CS,1336,011,18,20,7,6,4,2,,1,,2,,,4,2,1,,0,"Karrah, Shyam S",,,,,
CS,1336,012,5,3,7,4,8,3,2,2,5,1,2,1,6,7,5,,7,"Le, Khiem V",,,,,
CS,1336,013,2,4,3,6,8,5,,3,1,1,,,9,8,8,,6,"Thompson, Laurie A",,,,,
CS,1336,014,4,4,2,7,6,5,3,6,3,1,,1,9,5,3,,7,"Shields, Charles O",,,,,
CS,1336,015,,8,12,6,5,2,1,2,3,1,2,2,3,14,1,,3,"Shields, Charles O",,,,,
CS,1336,501,,6,9,4,16,7,3,5,4,,2,2,5,5,2,,1,"Shields, Charles O",,,,,
CS,1337,001,6,33,7,3,4,3,1,1,,,,,1,1,,,3,"Dollinger, Scott M",,,,,
CS,1337,002,9,7,2,,4,2,,,,1,1,1,9,6,7,,25,"Smith, Jason W",,,,,
CS,1337,501,14,23,3,4,1,1,2,3,,,,,6,1,1,,2,"Dollinger, Scott M",,,,,
CS,1337,504,9,22,,1,8,,2,1,,,,,4,1,3,,6,"Belkoura, Mohamed Amine",,,,,
CS,2305,001,3,10,13,12,11,7,3,2,4,,1,,2,5,,,4,"Feng, Ranran",,,,,
CS,2305,002,,13,12,10,7,7,6,2,1,,,,2,8,2,,6,"Chin, Wei-Pang",,,,,
CS,2305,003,6,10,10,10,9,4,2,3,,,,,1,9,3,,3,"Willson, James K",,,,,
CS,2305,004,2,19,22,13,5,3,1,1,,1,,,1,2,,,1,"Erbatur, Serdar",,,,,
CS,2305,005,,7,11,3,5,1,,,,2,,,,3,1,,3,"Erbatur, Serdar",,,,,
CS,2305,008,4,20,15,13,6,2,1,1,1,,,,3,2,2,,3,"Erbatur, Serdar",,,,,
CS,2305,501,4,14,6,9,4,5,2,2,,,2,,,8,4,,5,"Willson, James K",,,,,
CS,2305,502,,9,9,7,5,7,3,5,1,,2,,6,8,1,,8,"Chin, Wei-Pang",,,,,
CS,2305,503,4,35,7,6,5,,,,,,,,1,2,,,3,"Farage, Timothy P",,,,,
CS,2305,HN1,5,12,14,1,1,,,,,,,,,2,,,0,"Desmedt, Yvo G",,,,,
CS,2335,001,21,13,4,1,2,3,,2,,1,2,4,1,,,,1,"Doore, Karen L",,,,,
CS,2336,001,5,14,12,8,5,5,2,3,2,1,1,,2,3,,,2,"Feng, Ranran",,,,,
CS,2336,002,51,5,7,1,,1,1,,1,1,,,,1,1,,6,"Nouroz Borazjany, Mehra",,,,,
CS,2336,003,6,23,9,8,6,2,2,3,,,,,3,10,4,,7,"Smith, Jason W",,,,,
CS,2336,501,13,19,5,12,3,6,1,1,,,,,,1,1,,4,"Khan, Ziaullah",,,,,
CS,2336,502,26,33,6,5,3,,,,,,,,,,,,0,"Khan, Ziaullah",,,,,
CS,2336,503,3,26,6,5,10,3,,2,,,1,,4,6,2,,4,"Sims, David",,,,,
CS,2336,504,2,20,,4,15,1,,8,,,3,,1,7,,,5,"Cole, John",,,,,
CS,2336,505,6,26,6,2,8,1,2,6,,,2,,6,,4,,8,"Sims, David",,,,,
CS,2337,001,7,48,13,5,5,3,1,1,,,1,,3,,1,,2,"Dollinger, Scott M",,,,,
CS,2337,003,18,25,3,4,4,3,,3,,,,,6,4,1,,13,"Smith, Jason W",,,,,
CS,2337,501,,31,10,13,8,6,,1,1,,1,,6,6,2,,6,"Peterson, Erik A",,,,,
CS,2340,001,3,9,10,9,7,3,2,3,2,,1,,,9,2,,2,"Nguyen, Nhut",,,,,
CS,2340,002,,11,,,2,,,1,,,3,,,1,3,,7,"Goodrum, Richard A",,,,,
CS,2340,004,,9,12,5,7,7,2,,2,,,,1,16,2,,1,"Mazidi, Karen J",,,,,
CS,2340,005,2,7,18,9,5,7,,,,,1,,1,13,2,,1,"Mazidi, Karen J",,,,,
CS,2340,006,,32,,,7,,,2,,,,,3,2,2,,16,"Goodrum, Richard A",,,,,
CS,2340,501,4,12,7,6,1,5,3,,,,6,,,4,1,,6,"Nguyen, Nhut",,,,,
CS,2340,502,1,8,14,8,3,,,2,2,,,,1,7,1,,1,"Mazidi, Karen J",,,,,
