Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W
"Lombardi, Christina L",,,,,,COMD,7384,501,,7,,,,,,,,,,,,,,,1,,0
"Touchstone, Emily W","Shin, Sujin",,,,,SPAU,3305,001,,20,,,7,,,1,,,,,,,,,,,0
"Thompson, Lucien",,,,,,ACN,7343,001,,8,,6,7,3,,1,,,,,,,,,,,1
"Ward, Felicia","Horn, Marci M",,,,,CLDP,4344,001,5,8,2,1,,,,,,1,,,,,,,,,0
"Ward, Felicia","Horn, Marci M",,,,,PSY,4344,001,5,4,4,5,,2,1,,,,,,,,,,,,0
"Choate, Michael J",,,,,,PSY,3100,501,5,11,,,,,,,,,,,,,,,,,0
"Hooge, Kimberley O","Han, Liang",,,,,PSY,2301,001,27,32,28,14,10,2,5,1,1,,2,,6,,,,,,1
"Tidwell, Allison E",,,,,,COMD,7208,501,,26,,,,,,,,,,,,,,,6,,0
"Krawczyk, Daniel C",,,,,,HCS,7372,003,,3,3,2,,,,,,,,,,,,,,,0
"Ploski, Jonathan E",,,,,,HCS,6341,001,,8,3,2,5,,,1,,,,,,,,,,,0
"Cook, Jill B",,,,,,PSY,4325,001,,23,,5,7,1,,1,1,,,,,,1,,,1,0
"Abdi, Herve","Yu, Ju-Chi","Kriegsman, Michael A",,,,ACN,6313,501,,6,1,,2,,,1,,,,,,,,,,,1
"Bonner, Deborah L","Schneider, Julie M",,,,,PSY,3310,501,2,17,12,3,8,2,2,3,,,,1,1,,,,,,0
"Bonner, Deborah L","Schneider, Julie M",,,,,CLDP,3310,501,,7,1,5,2,2,1,,1,,,,2,,,,,,0
"Touchstone, Emily W","Fazel, Vedad",,,,,COMD,6240,001,,72,,,,,,,,,,,,,,,,,0
"McWilliams, Steven P","Lackovic, Jacob",,,,,NSC,4354,501,18,21,11,8,14,13,5,2,4,2,3,1,1,,,,,,3
"Rodriguez, Christa M",,,,,,NSC,4357,001,1,14,5,4,3,4,2,2,,1,1,,2,,,,,,0
"Grant, Meridith G","Villarreal, Deyaun L",,,,,PSY,3362,002,,11,,,11,,,6,,,1,,,,,,,,1
"Grant, Meridith G","Villarreal, Deyaun L",,,,,CLDP,3362,002,1,16,,,15,,,6,,,2,,1,,,,,,0
"Grant, Meridith G","Mehta, Sonya",,,,,CLDP,3394,001,,10,,,7,,,2,,,,,,,,,,,0
"Reid, Jon K",,,,,,PSY,4323,001,,19,,,31,,,9,,,3,,2,,,,,,3
"Lougeay, Janice",,,,,,COMD,7172,001,,,,,,,,,,,,,,,,,38,,0
"Goffman, Lisa A","Melamed, Tina",,,,,COMD,6308,001,,21,9,5,9,,,,,,,,,,,,,,0
"Brinkley, Dawn Y","Poucher, Jesse W",,,,,CLDP,3332,501,,14,11,4,12,7,3,3,3,1,,,1,,,,,,1
"Brinkley, Dawn Y","Poucher, Jesse W",,,,,PSY,3332,501,,6,4,5,3,5,,4,1,,,,1,,,,,1,1
"Brinkley, Dawn Y","Gryder, Kieth",,,,,PSY,2301,003,,15,9,8,17,14,7,7,4,2,3,5,14,,,,,,3
"Wig, Gagandeep S","Agres, Phillip F",,,,,ACN,6395,001,,2,6,3,8,,,4,,,,,,,,,,,1
"Wig, Gagandeep S","Agres, Phillip F",,,,,HCS,6395,001,,2,1,,4,,,,,,,,,,,,,,0
"Kroener, Sven",,,,,,HCS,7121,001,,,,,,,,,,,,,,,,,17,,0
"Prager, Karen",,,,,,PSY,4331,001,4,20,6,10,12,,4,6,4,1,,,2,,,,,1,0
"Kane, Heidi S",,,,,,PSY,4328,001,1,2,6,6,4,5,3,5,1,2,1,,1,,,,,,1
"Park, Jiyoung",,,,,,HCS,7355,001,,4,3,1,,,,,,,,,,,,,,,0
"Touchstone, Emily W","Fowler, Mariah L",,,,,CLDP,3310,001,,22,,,2,,,2,,,,1,,,,,,,0
"Touchstone, Emily W","Fowler, Mariah L",,,,,PSY,3310,001,,80,,,14,1,,6,,,1,,1,,,,,,0
"Brinkley, Dawn Y","Helfers, Samantha",,,,,PSY,2301,004,,29,18,4,20,13,6,7,7,3,1,1,11,,,,,,6
"Dowling, Walter J",,,,,,PSY,3393,004,1,10,,,5,,,7,,,,,,,,,,,0
"Raman, Rachna","Stouffer, Kari K",,,,,PSY,3392,501,6,1,3,3,4,1,4,,1,1,2,,,,,,,,1
"Reid, Jon K",,,,,,PSY,4346,001,,35,,,30,,,4,,,2,,,,,,,,0
"Miller, Van S",,,,,,NSC,4351,001,12,5,3,1,,1,,,,,,,1,,1,,,,0
"Gu, Xiaosi","Yoo, Hye Bin","Fiore, Vincenzo",,,,NSC,3361,002,10,12,9,6,9,5,10,4,3,,,,1,,,,,,1
"Burton, Michael D",,,,,,NSC,4372,001,,6,1,5,7,3,5,4,1,2,4,,2,,,,,,0
"Vogel, Don G",,,,,,CS,1136,101,12,4,,3,5,4,,1,1,,5,,5,,,,,,0
"Vogel, Don G",,,,,,CS,1136,102,22,5,4,2,3,2,,2,1,,3,,4,,,,,,0
"Vogel, Don G",,,,,,CS,1136,601,31,9,4,6,,2,1,,,,3,,6,,,,,,1
"Farage, Timothy P",,,,,,CS,3305,501,24,20,5,6,8,2,2,4,1,,1,1,1,,,,,,0
"Becker, Eric W","Shah, Trusit Sandipbhai","Cao, Tri M",,,,CS,4141,101,5,8,5,1,1,,,,,,,,,,,,,,0
"Cankaya, Ebru C","Li, Yi",,,,,CS,4341,001,7,10,7,4,16,6,5,9,4,2,2,1,1,,,,,,0
"Bereg, Sergey","Li, Xinyi",,,,,CS,4349,001,15,2,20,5,7,7,5,4,2,,,,1,,,,,,1
"Huynh, Dung T","Haghpanah, Mohammadreza",,,,,CS,4384,001,5,16,7,10,5,10,9,1,4,2,,,1,,,,,,3
"Nguyen, Nhut","Vellingiri, Shanthi",,,,,CS,4393,001,4,17,4,10,6,6,2,1,,,1,,2,,,,,,1
"Sarac, Kamil","Ozarslan, Omer F",,,,,CS,4396,001,1,6,6,,9,2,2,,1,,,,,,,,,,0
"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,,CS,4485,001,11,62,25,14,5,3,,,,,,,,,,,,,0
"Ozbirn, Greg A","Chappidi, Sruthi",,,,,CS,5348,001,,12,10,7,5,3,2,4,,,,,,,,,,,0
"Gupta, Neeraj K","Li, Changbin",,,,,CS,5343,501,,21,2,4,21,2,2,1,,,,,2,,,,,,1
"Cobb, Jorge","Yu, Shimeng",,,,,CS,5390,001,,5,,4,9,,,,,,,,,,,,,,0
"Hamlen, Kevin",,,,,,CS,6371,001,,2,2,4,2,2,,,,,,,1,,,,,,1
"Chida, Anjum","Zhang, Linrui",,,,,CS,6375,001,,39,1,1,,,,,,,,,,,,,,,0
"Sudborough, Ivan H",,,,,,CS,6382,501,,4,2,6,1,,,,,,,,2,,,,,,0
"Whalen, Tristan G","Soliman, Marwah M",,,,,CS,3341,001,8,4,3,4,11,3,2,4,3,1,2,2,10,,,,,,2
"Davis, Chris I","Koneru, Keerthi",,,,,CS,4337,001,1,6,5,7,7,10,4,7,2,3,1,,,,,,,1,4
"Becker, Eric W","Tian, Zijing",,,,,CS,4347,001,14,14,8,7,6,4,,2,,,1,,,,,,,,0
"Jue, Jason","Kadiyala, Krishna P",,,,,CS,6352,001,,2,4,3,6,,,,,,,,,,,,,,0
"Davis, Chris I","Huang, Hongyao","Ahn, Sung Soo",,,,CS,6360,001,,14,16,15,6,2,1,,,,,,3,,,,,,1
"Farago, Andras","Xu, Rupei",,,,,CS,6385,001,,18,5,4,3,,,,,,,,,,,,,,0
"Bastani, Farokh",,,,,,CS,6396,001,,2,3,,,1,,,,,,,,,,,,,0
"Whalen, Tristan G","Soliman, Marwah M",,,,,SE,3341,001,,,,,2,4,,1,2,2,2,,1,,,,,,1
"Chung, Lawrence",,,,,,SE,6361,001,,3,5,1,4,,,,,,,,,,,,,,0
"Paulk, Mark C",,,,,,SE,6388,0W1,,6,,,1,,,1,,,,,,,,,,,0
"Schlobohm, Maribeth L",,,,,,ECS,3390,001,3,5,2,2,3,1,1,,,,,,,,,,,,1
"Ryan, Christopher J",,,,,,ECS,3390,HN1,,12,5,,2,,,,,,,,,,,,,,0
"Schlobohm, Maribeth L",,,,,,ECS,3390,002,4,10,2,,3,,,,,,,,,,,,,,0
"Glauser, Janece B",,,,,,ECS,3390,0H7,,12,4,1,1,,,,,,,,,,,,,,1
"Hernandez-Katz, Melissa M",,,,,,ECS,3390,0H3,2,10,2,,3,1,1,,,,,,,,,,,,0
"Glauser, Janece B",,,,,,ECS,3390,0H8,,11,4,2,2,,,,,,,,,,,,,,0
"Mezenner, Rabah",,,,,,ECS,3361,001,7,36,19,18,10,4,1,1,,,1,,,,,,,,3
"Walker, Amy V",,,,,,MSEN,5360,001,,1,2,5,5,4,4,1,,,,,,,,,,,0
"Minary-Jolandan, Majid","Patel, Akash",,,,,MECH,2320,001,14,8,4,9,2,7,2,3,2,,8,,1,,,,,,0
"Fadda, Dani Z","Hamidi, Armita",,,,,MECH,3305,001,5,13,7,4,7,2,2,3,4,,,,,,,,,,1
"Leonardi, Stefano","Garcia Cartagena, Edgardo J",,,,,MECH,3315,001,1,3,5,18,5,10,4,7,4,,2,,,,,,,,1
"Lu, Hongbing","Karim, Mohammad R",,,,,MECH,2120,101,6,15,1,1,,2,,,,,,,,,,,,,0
"Lu, Hongbing","Rostami, Saman",,,,,MECH,2120,102,4,13,3,1,3,,,,,1,,,,,,,,,0
"Rios, Oziel","Sadeh, Sepehr",,,,,MECH,3105,101,12,12,7,,5,4,1,2,2,,,1,2,,,,,,0
"Rios, Oziel","Sadeh, Sepehr",,,,,MECH,3105,102,7,12,6,4,5,2,,2,,,1,,1,,,,,,0
"Choi, Wonjae","LeClear, Johnathon D",,,,,MECH,3115,101,3,11,4,,,,,,,,,,,,,,,,0
"Dodge, Nathan B",,,,,,EE,2310,001,20,,3,3,4,2,2,,3,,,,3,,,,,,1
"Dodge, Nathan B",,,,,,EE,2310,501,18,5,1,2,1,1,2,2,3,,,,4,,,,,,1
"Dodge, Nathan B",,,,,,CE,2310,001,19,2,1,3,,1,,1,3,,1,,2,,,,,,0
"Dodge, Nathan B",,,,,,CE,2310,501,15,3,1,1,2,3,,1,,1,3,,2,,,,,,3
"Lee, Gil S","Abousaba, Mohammad F","Chen, Ziyu",,,,EE,3110,102,,6,,,2,,,5,,,,,1,,,,,,1
"Lee, Gil S","Chen, Ziyu","Abousaba, Mohammad F",,,,EE,3110,103,,4,,,4,,,1,,,3,,,,,,,,0
"Lee, Gil S","Liu, Jinbo",,,,,EE,3110,104,1,5,,,5,2,,1,,,,,1,,,,,,0
"Pitz, Jeanne","Chen, Chen",,,,,EE,3111,101,8,3,4,1,,,,,,,,,1,,,,,,0
"Pitz, Jeanne","Chen, Chen","Luo, Ziyang",,,,EE,3111,102,2,2,5,1,,,,,,,,,,,,,,,0
"Pitz, Jeanne","Chen, Chen","Luo, Ziyang",,,,CE,3111,102,2,3,4,2,1,,,,,,,,,,,,,,0
"Zhou, Dian","Xiong, Jiu","Hu, Bo",,,,EE,3120,101,,9,,,,,,1,,,2,,1,,,,,,0
"Khoobroo, Amir",,,,,,EE,3120,102,8,1,3,1,1,,,,1,,,,,,,,,,0
"Zhou, Dian","He, Jiacong",,,,,EE,3120,103,,9,,,1,,,,,,,,,,,,,,0
"Zhou, Dian","Hu, Bo","Xiong, Jiu",,,,EE,3120,104,,13,,,3,,,,,,,,1,,,,,,0
"Zhou, Dian","Wang, Yifan",,,,,EE,3120,105,,5,,,,,,1,,,1,,1,,,,,,2
"Zhou, Dian","Wang, Yifan",,,,,EE,3120,106,,13,,,1,,,,,,1,,,,,,,,1
"Zhou, Dian","He, Jiacong",,,,,CE,3120,103,,8,,,1,,,,,,,,,,,,,,1
"Kiasaleh, Kamran",,,,,,EE,3150,101,,3,,1,5,1,,5,2,,,,2,,,,,,0
"Kiasaleh, Kamran",,,,,,EE,3150,102,,4,,2,4,2,3,1,,,2,,,,,,,,0
"Kiasaleh, Kamran",,,,,,EE,3150,103,,4,,2,5,2,,,1,,2,,3,,,,,,0
"Florence, James M","Bo, Yu",,,,,ENGR,3300,501,,3,,1,12,5,1,10,3,,12,,1,,,,,,0
"Lee, Jung S","Baral, Ashwin Bhobani",,,,,ENGR,3300,003,,3,,1,9,,1,18,,,6,,1,,,,,,1
"Saad, Ricardo E","Metwaly Saad, Hussein M",,,,,ENGR,3300,010,3,1,4,1,1,,4,2,6,,2,2,9,,,,,1,2
"Frensley, William",,,,,,EE,3310,001,3,17,7,2,1,1,,,,,,,1,,,,,,1
"Coleman, James J","Chen, Ziyu",,,,,EE,3310,002,,10,3,3,,4,2,1,,1,,,1,,,,,,0
"Frensley, William",,,,,,CE,3310,001,,7,2,,1,,,,,,,,1,,,,,,0
"Coleman, James J","Chen, Ziyu",,,,,CE,3310,002,,4,2,1,1,2,2,1,,,1,1,,,,,,,1
"Lee, Gil S","Ramezany, Alireza",,,,,EE,3311,001,1,8,,,7,1,2,13,,,1,,1,,,,,,0
"Liu, Jin","Xiong, Jiu",,,,,EE,3311,002,4,7,,,3,1,2,,,,,,,,,,,,0
"Lee, Gil S","Ramezany, Alireza",,,,,CE,3311,001,,3,,1,4,,3,2,1,,1,,,,,,,,0
"Liu, Jin","Xiong, Jiu",,,,,CE,3311,002,1,7,3,,8,2,,5,,,,,,,,,,,0
"Cogan, Diana L","Thakur, Sneha",,,,,EE,3320,001,13,8,7,4,6,7,4,1,1,,1,,6,,,,,,1
"Bhatia, Dinesh","Goswami, Pingakshya",,,,,EE,3320,002,3,4,1,11,10,6,4,1,3,,1,,5,,,,,,2
"Cogan, Diana L","Thakur, Sneha",,,,,CE,3320,001,3,5,,2,3,1,1,2,2,1,,1,,,,,,,1
"Bhatia, Dinesh","Goswami, Pingakshya",,,,,CE,3320,002,1,4,,7,4,2,1,2,1,,2,,1,,,,,,2
"Saquib, Mohammad",,,,,,ENGR,3341,001,1,9,8,7,11,3,2,2,3,,1,,3,,,,,,5
"Fonseka, John",,,,,,ENGR,3341,002,4,7,6,3,4,1,1,4,2,,3,4,5,,,,,,0
"Lahlou, Tarek A","Rezaei, Elahe",,,,,ENGR,3341,501,6,4,4,7,8,5,3,7,1,,,,3,,,,,1,0
"Torlak, Murat","Yanik, Muhammet E",,,,,EE,3350,002,1,6,,5,5,6,2,2,1,,,,,,,,,,0
"Torlak, Murat","Yanik, Muhammet E",,,,,EE,3350,001,,6,7,4,4,4,,2,1,,,,3,,,,,,0
"Florence, James M","Abbasalipour, Amin",,,,,EE,4301,001,,5,,4,11,1,,8,5,,8,,3,,,,,,2
"Gans, Nicholas R","Iqbal, Asif","Hosseini Jafari, Bashir",,,,EE,4310,001,3,13,2,6,12,4,3,6,3,2,,,1,,,,,,1
"Gans, Nicholas R","Iqbal, Asif","Hosseini Jafari, Bashir",,,,EE,4310,501,2,14,1,2,12,1,2,6,,1,1,,1,,,,,,1
"Sechen, Carl","Xu, Xiangyu","Nahar, Lubaba M",,,,EE,4325,001,,7,4,3,4,3,,,1,1,,,4,,,,,,3
"Young, Chadwin D","Liu, Jinbo",,,,,EE,4330,001,8,10,17,1,5,4,1,,,,,,2,,,,,,0
"Minn, Hlaing","Dai, Yucheng",,,,,EE,4360,001,1,7,7,4,3,,,,,,,,,,,,,,1
"Henderson, Rashaunda M","Yao, Haohan",,,,,EE,4368,002,,7,,,10,,,9,1,,,,2,,,,,,0
"Lehmann, Randall E","Gemsheim, Alex J",,,,,EE,4368,001,5,17,2,3,8,5,1,,1,,,,,,,,,,0
"Frensley, William",,,,,,EEMF,6321,501,,49,4,1,,,,,,,,,,,,,,,0
"Kiasaleh, Kamran",,,,,,EESC,6349,001,,4,,,5,2,,1,,,,,,,,,,,0
"Minn, Hlaing","Abdelgelil, Mahmoud E",,,,,EESC,6352,001,,5,12,13,4,,,1,,,,,,,,,,,1
"Pitz, Jeanne","Karadagur Ananda Reddy, Chandan",,,,,EESC,6360,001,,13,,,1,,,,,,,,,,,,,,0
"Panahi, Issa","Ganguly, Anshuman",,,,,EESC,6361,501,,4,,3,5,1,,,,,,,1,,,,,,0
"Saad, Ricardo E","Xu, Xiangyu",,,,,EERF,6355,001,,12,9,4,4,2,,,,,,,,,,,,,0
"Lehmann, Randall E","Li, Sen",,,,,EERF,6395,001,,12,9,8,7,4,2,5,,,,,,,,,,,1
"Pourkamali, Siavash","Ramezany, Alireza",,,,,EEMF,6382,501,,6,3,,1,,,,,,,,,,,,,,0
"Lehmann, Randall E","Fang, Lei",,,,,EERF,6396,301,,1,5,1,2,,,1,,,,,,,,,,,0
"Lehmann, Randall E","Fang, Lei",,,,,EERF,6396,302,,4,2,1,2,,1,,,,,,,,,,,,0
"Shields, Charles O",,,,,,CS,1325,001,1,5,4,6,8,6,7,5,3,3,6,,9,,,,,,1
"Shields, Charles O",,,,,,CS,1325,501,1,1,3,2,4,3,1,6,4,5,1,1,7,,,,,,4
"Doore, Karen L",,,,,,CS,2335,001,10,23,6,6,19,,2,3,,2,1,2,4,,,,,,2
"Perkins, Stephen J","Hayes, Alexander L",,,,,CS,3377,501,8,8,9,7,3,5,5,3,1,1,2,,2,,,,,,3
"Davis, Chris I","Hosseini, Seyyed Mohammadsaleh",,,,,CS,4337,HON,2,13,11,5,2,2,1,1,,,,,,,,,,,0
"Prakash, Ravi","Samiei, Aliehsan",,,,,CS,6378,001,,8,13,4,12,2,,,,,,,,,,,,,0
"Thamban, P.L.Stephan","Chang, Chih-Lun",,,,,MECH,2310,001,,2,1,5,4,5,7,3,3,2,3,,3,,,,,1,2
"Libby, Lee L",,,,,,ECS,3390,5H1,,3,1,3,6,3,,2,,,,,1,,,,,,0
"Christiansen, Michael G","Kolluri, Kirthy",,,,,SE,4352,001,,11,5,4,2,1,3,3,2,,,,,,,,,,0
"Straach, Janell","Ledbetter, Cheryl","Maweu, Barbara M",,,,SE,4381,001,3,8,13,7,12,6,2,,,,1,,1,,,,,,1
"Wong, Weichen E",,,,,,SE,4485,001,,42,,,,1,,,,,,,,,,,,,0
"Kumar, Pushpa S",,,,,,SE,3306,001,4,9,8,1,12,6,5,5,3,,1,,2,,,,,,2
"Perkins, Stephen J","Hayes, Alexander L",,,,,SE,3377,501,,2,1,1,1,4,,1,1,,,1,,,,,,,2
"Paulk, Mark C","Kolluri, Kirthy",,,,,SE,4367,001,11,5,3,7,10,6,5,6,1,2,4,2,6,,,,,,1
"Narayanasami, Priya",,,,,,CS,1335,001,4,4,1,,6,1,9,1,2,,,,1,,,,,,1
"Becker, Eric W","Tian, Zijing",,,,,SE,4347,001,4,1,1,2,2,5,,1,,,,,,,,,,,0
"Bleris, Leonidas",,,,,,BMEN,6382,001,,7,6,5,,,,,,,,,,,,,,,0
"Nam, Hyunjoo",,,,,,BMEN,6375,001,,6,7,3,,,,,,,,,,,,,,,0
"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,,CS,4485,002,4,49,19,11,5,2,,,,,,,2,,,,,,0
"Arnold, Gordon L",,,,,,CS,1337,001,1,,1,2,6,3,1,2,,,,1,2,,,,,,1
"Razo Razo, Miguel A",,,,,,CS,1337,002,7,4,5,3,,1,1,1,1,,1,,5,,,,,,1
"Cole, John",,,,,,CS,1337,004,1,15,,1,18,3,1,1,,,,,4,,,,,,4
"Smith, Jason W",,,,,,CS,1337,007,5,5,,,9,1,2,6,,1,4,,11,,,,,,7
"Yousefpour, Ashkan",,,,,,CS,2305,001,17,11,4,3,3,5,2,1,3,,2,2,5,,,,,1,5
"Soncodi, Adrian C",,,,,,CS,2305,503,7,12,12,8,9,4,5,4,,,,1,2,,,,,,2
"Farage, Timothy P",,,,,,CS,2305,501,17,10,7,2,15,1,4,8,1,1,4,,,,,,,,1
"Zhang, Michael","Ray, Pradipta R",,,,,BMEN,6389,001,,3,3,,1,,,,,,,,,,,,,,0
"Ali, Mohammed Z","Mitra, Arkadeep",,,,,ENGR,2300,001,4,14,2,8,7,2,2,4,,,,,,,,,,,0
"Ali, Mohammed Z","Mitra, Arkadeep","Dai, Yucheng",,,,ENGR,2300,002,,21,,3,8,1,3,3,1,,,,2,,,,,,1
"Heins, Matthew S","Amin, Tanjil",,,,,ENGR,2300,503,4,10,5,3,6,1,3,5,,,1,,1,,,,,,1
"Heins, Matthew S","Shankar, Nikhil",,,,,ENGR,2300,004,9,6,7,3,6,3,2,1,3,,,,1,,,,,,3
"Namgoong, Won","Xu, Chi",,,,,CE,3101,101,,6,1,2,,,,,,,2,,,,,,,,1
"Namgoong, Won","Li, Yinan","Ren, Jiajun",,,,EE,3101,102,,10,4,,,1,,,,,1,1,,,,,,,0
"Namgoong, Won","Park, Jinkyu",,,,,EE,3101,103,,5,2,1,2,,,1,1,,,,,,,,,,1
"Namgoong, Won",,,,,,EE,3101,104,,10,2,1,1,,,,1,,1,,1,,,,,,0
"Namgoong, Won",,,,,,EE,3101,105,,7,3,2,1,,,,,,,,1,,,,,,0
"Webb, Jennifer H","Dawar, Neha",,,,,EE,3102,101,5,4,2,,,1,,,,,,,1,,,,,,0
"Webb, Jennifer H","Dawar, Neha",,,,,EE,3102,102,4,5,4,,,2,,,,,,,,,,,,,0
"Webb, Jennifer H","Shankar, Nikhil",,,,,EE,3102,105,5,6,,,1,1,1,,,,,,,,,,,,0
"Ikram, Muhammad Z","Li, Sen",,,,,CE,3301,501,1,1,1,2,2,,3,2,1,,1,,1,,,,,,2
"Helms, Robert","Qaradaghi, Vahid",,,,,CE,3301,002,,6,1,1,2,5,2,5,,1,1,,1,,,,,,0
"Ikram, Muhammad Z","Li, Sen",,,,,EE,3301,501,3,5,,3,3,5,2,,7,,1,,1,,,,,,1
"Helms, Robert","Qaradaghi, Vahid",,,,,EE,3301,002,,4,4,1,6,14,2,2,6,4,,,4,,,,,1,0
"Park, Jae Mo","Tao, Fei",,,,,CE,3302,001,,1,2,3,2,2,3,3,1,,1,,1,,,,,,1
"Ardestani Khoubrouy, Soudeh","Marzban, Mohamed F",,,,,CE,3302,501,4,,4,3,2,2,,2,,,,,2,,,,,,1
"Park, Jae Mo","Tao, Fei",,,,,EE,3302,001,3,6,2,2,9,5,1,2,4,,2,,5,,,,,,2
"Ardestani Khoubrouy, Soudeh","Marzban, Mohamed F",,,,,EE,3302,501,10,6,2,9,12,2,2,2,3,1,2,,1,,,,,,0
"Lehmann, Randall E","Gemsheim, Alex J",,,,,EERF,6396,303,,6,,2,2,,,,,,,,,,,,,,0
"Tacca, Marco",,,,,,CE,4388,001,,18,3,,,,,,,,,,,,,,,,0
"Tacca, Marco",,,,,,EE,4388,001,,25,6,,,,,,,,,,,,,,,,0
"Skinner, Neal G",,,,,,CE,4389,001,,8,2,5,1,1,,,,,,,,,,,,,0
"Skinner, Neal G",,,,,,EE,4389,001,2,10,8,4,2,1,,,,,,,,,,,,,0
"Skinner, Neal G",,,,,,EE,4389,002,4,4,4,2,1,,,,,,,,,,,,,,0
"Cogan, Diana L","Choi, Ye I",,,,,CE,1202,001,4,3,3,3,3,2,1,,1,4,1,,4,,,,,,1
"Morales, Linda","Hogue, Steven D",,,,,CS,3305,003,2,4,6,9,4,5,,14,,,4,,5,,,,,,3
"Farage, Timothy P",,,,,,CS,2305,002,33,14,3,2,9,,,4,,,1,,1,,,,,,2
"Doore, Karen L",,,,,,CS,2335,002,13,20,7,9,16,3,1,3,2,,,1,2,,,,,,2
"Khan, Ziaullah",,,,,,CS,3345,002,2,11,5,1,13,8,7,2,1,,1,,1,,,,,,1
"Chida, Anjum","Zhang, Shuai",,,,,CS,3345,004,13,19,21,9,,1,,,,,,,,,,,,,2
"Cankaya, Ebru C","Wang, Haoliang",,,,,CS,3354,001,4,23,4,9,5,,1,,,,,,2,,,,,,0
"Christiansen, Michael G","Solanki, Nidhiben M",,,,,CS,3354,501,1,3,1,1,6,2,1,,,,,,,,,,,,0
"Cankaya, Ebru C","Wang, Haoliang",,,,,SE,3354,001,1,7,2,4,2,,,1,,,,,,,,,,,0
"Ozbirn, Greg A","Wang, Chao",,,,,CS,4348,002,2,3,8,7,2,5,5,4,3,1,,,3,,,,,,0
"Ozbirn, Greg A","Bista, Himlun B",,,,,CS,4348,001,1,7,6,8,12,7,9,4,6,2,1,,3,,,,,,1
"Gupta, Neeraj K","Karki, Dipendra",,,,,CS,4390,002,5,3,5,3,9,9,6,3,3,,1,,1,,,,,,2
"Gupta, Neeraj K","Karki, Dipendra",,,,,CE,4390,002,2,2,4,1,5,4,2,1,2,,,,2,,,,,,0
"Cobb, Jorge","Yu, Shimeng","Samiei, Aliehsan",,,,CS,5333,001,,8,5,9,13,7,1,1,,,,,,,,,,,1
"Pourkamali, Siavash","Ramezany, Alireza",,,,,MECH,6347,501,,3,2,3,3,4,,,,,,,,,,,,,0
"Park, Wooram","Lin, Jianping",,,,,MECH,3150,101,1,20,11,7,4,2,,1,,,,,,,,,,,0
"Li, Yaoyu","Wu, Zhongyou",,,,,MECH,4110,101,3,13,2,2,1,1,,,,,,,,,,,,,0
"Li, Yaoyu","Wu, Zhongyou",,,,,MECH,4110,102,2,11,6,3,,,,,,,,,,,,,,,0
"Khoobroo, Amir",,,,,,CE,1202,002,2,,2,2,1,3,2,4,1,,2,1,3,,,,,,4
"Cogan, Diana L","Banik, Jyotirmoy","Cheng, Qi",,,,CE,1202,003,2,4,2,5,1,3,2,2,,,3,1,5,,,,,,2
"Davis, Chris I","Koneru, Keerthi",,,,,CE,4337,001,1,1,3,4,,3,,,2,2,,,,,,,,,0
"Farago, Andras","Xu, Rupei",,,,,TE,6385,001,,4,1,1,1,,,,,,,,,,,,,,0
"Cankaya, Ebru C","Wang, Haoliang",,,,,CE,3354,001,,6,,1,1,2,,,,,,,,,,,,,0
"Yurkovich, Stephen",,,,,,MECH,6300,001,,1,3,2,1,1,,,,,,,,,,,,,0
"Lehmann, Randall E","Gemsheim, Alex J",,,,,EERF,6396,304,,4,3,,2,,1,,,,,,,,,,,,0
"Lu, Hongbing","Chen, Huiluo",,,,,MECH,2120,103,4,12,4,2,,1,,,,,,,,,,,,,1
"Karrah, Shyam S",,,,,,CS,1336,002,8,11,5,4,3,5,1,,4,,1,2,6,,,,,,1
"Ozbirn, Greg A","Li, Xuelin","Hu, Yibo",,,,CS,3345,001,3,8,8,7,7,2,2,2,2,2,1,1,5,,,,,,1
"Ozbirn, Greg A","Li, Xuelin","Hu, Yibo",,,,CE,3345,001,1,2,1,1,2,1,1,2,1,1,,,,,,,,,0
"Kumar, Pushpa S",,,,,,CS,3305,001,9,14,8,6,18,1,5,2,3,,1,,1,,,,,,2
"Brandenburg, Jonathan C",,,,,,CS,1337,003,1,8,7,8,5,4,1,1,5,,1,,1,,,,,,5
"Lu, Hongbing","Chen, Huiluo",,,,,MECH,2120,104,2,8,9,2,1,2,,,,,,,,,,,,,0
"Rios, Oziel","Hamidi, Armita",,,,,MECH,3305,002,3,,5,7,2,6,4,7,3,,2,1,3,,,,,,0
"Ouyang, Hui","Wang, Yang","Sarma, Jyotirmoy",,,,MECH,3310,001,9,6,9,11,4,7,5,1,1,,,,1,,,,,,0
"Ouyang, Hui","Liu, Yaning",,,,,MECH,3320,001,2,9,15,12,5,8,7,1,1,,,,,,,,,,0
"Griffith, Daniel T","Baan, Marzieh",,,,,MECH,3351,001,1,11,10,4,15,5,11,6,4,3,2,1,3,,,,,,0
"Thompson, Laurie A",,,,,,CS,1325,002,,1,3,5,3,3,3,2,2,3,2,,5,,,,,,2
"Alagar, Sridhar",,,,,,CS,1336,003,4,5,2,4,4,6,6,4,4,1,2,,7,,,,,,3
